Price,Location,Area,Rooms,Bathrooms,Pieces,Type of property,Floor,Condition,Age,Air conditioning,Garden,Furnished,Pool,Heating,Equipped kitchen,Double glazing,Security system,Terrace,Elevator,Satellite dish,Oven,Mountains views,Internet,Flooring,Garage,Concierge,Reinforced Door,Microwave,Fridge,TV,Washing machine,Sea views
"1,800,000 TND",Les Berges Du Lac 2 inLa Marsa,,3 Rooms,1 Bathroom,6 Pieces,Apartment,,New,Less than 1 year,yes,no,no,yes,no,yes,no,yes,yes,yes,no,no,no,no,no,yes,no,no,no,no,no,no,no
"1,150,000 TND",La Marsa,205m²,,2 Bathrooms,,Apartment,,,,no,no,no,no,no,yes,no,yes,yes,no,no,no,no,no,no,yes,no,no,no,no,no,no,no
Price on request,Le Kram,,,,,Apartment,,,,yes,no,no,yes,yes,no,yes,yes,yes,yes,no,no,no,no,no,yes,no,no,no,no,no,no,no
Price on request,Le Kram,245m²,,,,Apartment,,,,yes,no,no,yes,yes,no,yes,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no
"1,680,000 TND",Gammarth inLa Marsa,150m²,2 Rooms,2 Bathrooms,3 Pieces,Villa,,Good condition,5-10 years old,yes,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
"1,700,000 TND",El Manar 1 inEl Menzah,400m²,3 Rooms,,4 Pieces,Villa,,Good condition,,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,yes,no,no,no,no,no,no,no
"1,450,000 TND",Les Berges Du Lac 2 inLa Marsa,,4 Rooms,4 Bathrooms,6 Pieces,Apartment,,New,,yes,no,no,yes,no,yes,no,no,yes,no,no,no,no,no,no,yes,no,no,no,no,no,no,no
"1,080,000 TND",La Marsa,190m²,,1 Bathroom,,Apartment,,,,yes,no,no,no,yes,no,no,no,yes,yes,no,no,no,no,no,yes,no,no,no,no,no,no,no
"85,000 TND",Hammamet Sud inHammamet,90m²,1 Room,1 Bathroom,2 Pieces,Apartment,,New,,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,yes
"219,300 TND",Raoued inRaoued,102m²,2 Rooms,1 Bathroom,3 Pieces,Apartment,,New,,no,no,no,no,yes,yes,yes,yes,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no
Price on request,Kélibia,78m²,2 Rooms,2 Bathrooms,3 Pieces,Apartment,2nd,New,Less than 1 year,no,no,no,no,yes,yes,no,yes,yes,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no
Price on request,Kélibia,105m²,2 Rooms,2 Bathrooms,3 Pieces,Apartment,1st,New,Less than 1 year,no,no,no,no,no,yes,no,no,yes,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no
Price on request,Kélibia,91m²,2 Rooms,1 Bathroom,3 Pieces,Apartment,1st,New,,no,yes,no,no,yes,yes,no,yes,yes,no,no,no,no,no,no,no,yes,no,no,no,no,no,no
Price on request,Kélibia,130m²,3 Rooms,3 Bathrooms,4 Pieces,Apartment,,New,Less than 1 year,yes,no,no,no,yes,yes,yes,yes,yes,yes,yes,no,no,no,no,no,yes,no,no,no,no,no,no
Price on request,Chotrana 1 inLa Soukra,137m²,3 Rooms,3 Bathrooms,4 Pieces,Apartment,,New,,no,yes,no,yes,no,yes,yes,yes,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no
Price on request,Chotrana 1 inLa Soukra,116m²,2 Rooms,2 Bathrooms,3 Pieces,Apartment,,New,Less than 1 year,no,no,no,yes,no,yes,no,yes,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no
Price on request,Chotrana 1 inLa Soukra,149m²,3 Rooms,3 Bathrooms,4 Pieces,Apartment,2nd,New,,no,no,no,yes,yes,yes,yes,yes,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no
"250,000 TND",Nabeul inNabeul,60m²,1 Room,1 Bathroom,2 Pieces,Apartment,2nd,New,Less than 1 year,yes,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,no,no,no,yes,yes,no,yes,no,no,no
"1,050,000 TND",Les Jardins de Carthage inLe Kram,263m²,3 Rooms,2 Bathrooms,4 Pieces,House,,Good condition,Less than 1 year,yes,no,no,no,yes,yes,yes,yes,no,yes,no,yes,no,no,no,no,no,yes,yes,yes,no,no,no
"550,000 TND",Bou Mhel inBoumhel Bassatine,410m²,3 Rooms,1 Bathroom,4 Pieces,House,,Good condition,10-20 years old,no,yes,no,no,no,no,no,no,yes,no,no,no,no,no,no,yes,no,no,no,no,no,no,no
"1,600,000 TND",Hammamet Nord inHammamet,853m²,4 Rooms,3 Bathrooms,5 Pieces,Villa,,New,1-5 years old,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,no,yes,yes,no,no,yes,yes,yes,yes,yes,no,yes,yes
"600,000 TND",La Marsa inLa Marsa,113m²,2 Rooms,1 Bathroom,3 Pieces,Apartment,,New,,yes,yes,no,no,yes,yes,no,yes,yes,no,yes,yes,no,no,no,yes,yes,yes,no,no,no,no,no
Price on request,El Menzah 5 inAriana Ville,79m²,1 Room,2 Bathrooms,2 Pieces,Apartment,,New,,yes,no,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no
"145,000 TND",Hammamet Nord inHammamet,119m²,3 Rooms,3 Bathrooms,4 Pieces,House,,Good condition,,no,no,no,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,yes
Price on request,Les Jardins d'El Menzah 2 inAriana Ville,52m²,1 Room,1 Bathroom,2 Pieces,Apartment,,New,,yes,no,no,no,yes,yes,no,yes,no,yes,no,yes,no,no,no,no,no,no,no,no,no,no,no
"230,000 TND",Kélibia,250m²,2 Rooms,1 Bathroom,3 Pieces,House,,New,,no,yes,no,no,no,no,no,no,yes,no,no,no,yes,no,no,yes,no,no,no,no,no,no,yes
"420,000 TND",Djerba inDjerba,265m²,3 Rooms,2 Bathrooms,7 Pieces,Villa,,Good condition,5-10 years old,yes,yes,yes,yes,no,yes,yes,yes,yes,no,yes,yes,no,no,no,yes,no,no,yes,yes,no,yes,no
"300,000 EUR",Djerba inDjerba,680m²,3 Rooms,3 Bathrooms,5 Pieces,Villa,,Good condition,5-10 years old,yes,yes,yes,yes,no,yes,no,no,yes,no,no,yes,no,no,no,yes,no,no,yes,yes,no,yes,no
"780,000 TND",Hammamet Sud inHammamet,1000m²,4 Rooms,3 Bathrooms,5 Pieces,Villa,,New,,yes,yes,no,yes,yes,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no
"1,700,000 TND",Yasmine Hammamet inHammamet,629m²,4 Rooms,4 Bathrooms,5 Pieces,Villa,,Good condition,Less than 1 year,yes,yes,no,yes,yes,yes,no,yes,yes,no,no,no,no,no,no,yes,no,no,no,no,no,no,no
"750,000 TND",Hammamet Sud inHammamet,500m²,4 Rooms,4 Bathrooms,5 Pieces,Villa,,New,Less than 1 year,yes,yes,no,yes,yes,yes,no,no,yes,no,no,no,no,no,no,yes,no,no,no,no,no,no,no
"320,000 TND",Cité El Hana inLa Marsa,80m²,2 Rooms,1 Bathroom,3 Pieces,Apartment,1st,Due for reform,10-20 years old,yes,no,no,no,yes,no,no,no,no,yes,yes,no,no,no,no,no,yes,no,no,no,no,no,no
"5,800,000 TND",Les Berges Du Lac 2 inLa Marsa,600m²,6 Rooms,4 Bathrooms,7 Pieces,Villa,,Good condition,,yes,yes,yes,yes,yes,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,yes
"380,000 TND",Bizerte Le Corniche inBizerte Nord,180m²,4 Rooms,1 Bathroom,4 Pieces,House,,New,,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
"520,000 TND
												

													Decreased by
													50,000 TND",El Hrairia inEl Hrairia,318m²,6 Rooms,2 Bathrooms,7 Pieces,House,,Good condition,10-20 years old,no,no,no,no,no,no,no,no,yes,no,yes,no,no,no,no,yes,no,no,no,no,no,no,no
"150,000 TND",Kélibia,60m²,1 Room,1 Bathroom,1 Piece,House,,New,Less than 1 year,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no
"560,000 TND",Kélibia,414m²,3 Rooms,2 Bathrooms,3 Pieces,Villa,,New,Less than 1 year,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no
"350,000 TND",Kélibia,209m²,3 Rooms,2 Bathrooms,3 Pieces,House,,New,1-5 years old,no,no,no,no,no,no,no,no,yes,no,yes,no,no,no,no,yes,no,no,no,no,no,no,no
"200,000 TND",Kélibia,216m²,2 Rooms,1 Bathroom,3 Pieces,House,,New,1-5 years old,no,yes,no,no,no,no,no,no,yes,no,no,no,yes,no,no,yes,no,no,no,no,no,no,yes
"265,000 TND",Kélibia,125m²,2 Rooms,1 Bathroom,3 Pieces,Villa,,New,Less than 1 year,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no
"185,000 TND",Hammam Chatt inHammam Chatt,65m²,2 Rooms,1 Bathroom,3 Pieces,Apartment,3rd,Good condition,5-10 years old,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
"560,500 TND",Les Jardins de Carthage inLe Kram,133m²,2 Rooms,1 Bathroom,2 Pieces,Apartment,,New,,yes,no,no,no,no,no,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no
Price on request,Chotrana 1 inLa Soukra,75m²,1 Room,1 Bathroom,2 Pieces,Apartment,1st,New,Less than 1 year,no,no,no,yes,no,yes,yes,yes,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no
Price on request,Chotrana 1 inLa Soukra,126m²,2 Rooms,3 Bathrooms,3 Pieces,Apartment,,New,Less than 1 year,no,yes,no,yes,no,yes,no,yes,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no
"395,000 TND",Chott Meriem inAkouda,145m²,3 Rooms,1 Bathroom,3 Pieces,House,,New,,no,no,no,no,no,yes,no,no,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no,no
"641,000 TND",Les Jardins de Carthage inLe Kram,117m²,2 Rooms,2 Bathrooms,5 Pieces,Apartment,2nd,New,,yes,no,no,no,yes,yes,yes,yes,yes,yes,yes,yes,no,no,no,yes,yes,yes,no,no,no,yes,no
Price on request,Cité el Ghazela inRaoued,136m²,2 Rooms,1 Bathroom,3 Pieces,Apartment,,New,,yes,no,no,no,yes,yes,yes,yes,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no
"378,100 TND",Cité el Ghazela inRaoued,110m²,2 Rooms,1 Bathroom,3 Pieces,Apartment,,New,Less than 1 year,yes,no,no,no,yes,no,yes,yes,yes,yes,yes,no,no,no,no,no,yes,yes,no,no,no,no,no
"350,000 TND",Chatt Meriem inSousse Ville,62m²,1 Room,1 Bathroom,2 Pieces,Apartment,4th,New,Less than 1 year,yes,yes,no,yes,yes,yes,yes,yes,no,yes,no,yes,no,no,no,no,no,yes,no,yes,no,no,yes
"445,000 TND",La Soukra inLa Soukra,161m²,3 Rooms,2 Bathrooms,4 Pieces,Apartment,,Due for reform,Less than 1 year,yes,no,no,yes,yes,yes,yes,yes,yes,yes,yes,no,no,no,no,no,yes,yes,no,no,no,no,no
"499,000 TND",Les Jardins de Carthage inLe Kram,90m²,2 Rooms,1 Bathroom,2 Pieces,Apartment,,New,,yes,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no
"420,000 TND",Hammamet Nord inHammamet,400m²,3 Rooms,2 Bathrooms,3 Pieces,House,,Good condition,5-10 years old,no,yes,no,no,no,no,no,no,yes,no,yes,no,yes,no,no,no,no,no,no,no,no,no,yes
"750,000 TND",Hammamet Sud inHammamet,500m²,4 Rooms,2 Bathrooms,6 Pieces,Villa,,New,Less than 1 year,yes,yes,no,yes,yes,yes,yes,no,yes,no,no,yes,yes,no,no,no,no,yes,yes,no,no,no,yes
"1,095,000 TND",Les Jardins de Carthage inLe Kram,219m²,3 Rooms,5 Bathrooms,5 Pieces,Apartment,,New,,yes,no,no,yes,yes,yes,yes,yes,yes,yes,no,yes,no,no,no,yes,yes,yes,no,no,no,no,no
"2,200,000 TND",Chotrana 3 inLa Soukra,931m²,5 Rooms,,,House,,,,yes,no,no,yes,yes,no,no,no,yes,no,no,no,no,no,no,yes,no,no,no,no,no,no,no
"425,000 TND",La Soukra inLa Soukra,175m²,3 Rooms,1 Bathroom,2 Pieces,Apartment,,Good condition,5-10 years old,no,yes,no,no,yes,no,no,yes,no,yes,yes,no,no,no,no,yes,yes,no,no,no,no,no,no
"1,200,000 TND",Les Jardins de Carthage inLe Kram,365m²,4 Rooms,,,Apartment,,,,no,no,no,no,no,no,no,yes,yes,no,no,yes,no,no,no,yes,no,no,no,no,no,no,no
"240,000 TND",Sfax Sud,112m²,,,,Apartment,,,,yes,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no
"320,000 TND",La Marsa,143m²,,,,Apartment,,,,no,no,no,no,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
"290,000 TND",Ariana Ville,184m²,,,,Apartment,,,,no,no,no,no,no,yes,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no
"1,460,000 TND",El Menzah,585m²,,,,,,,,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
"360,000 TND",La Manouba inLa Manouba,210m²,,,,,,,,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
"315,000 TND",Hammamet Nord inHammamet,86m²,1 Room,1 Bathroom,2 Pieces,Apartment,2nd,New,1-5 years old,yes,no,no,no,yes,yes,yes,no,yes,yes,yes,no,yes,no,no,yes,yes,no,no,no,no,no,no
"630,000 TND",Cité El Wafa inNabeul,269m²,2 Rooms,1 Bathroom,2 Pieces,Villa,,New,,no,yes,no,no,yes,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no
"550,000 TND",Hammamet inHammamet,164m²,4 Rooms,2 Bathrooms,5 Pieces,House,,Good condition,1-5 years old,yes,yes,no,no,yes,no,no,no,yes,no,no,no,no,no,no,yes,yes,no,no,no,no,no,no
"385,000 TND",El Menzah 9 inEl Menzah,120m²,2 Rooms,2 Bathrooms,3 Pieces,Apartment,,New,,yes,yes,no,no,yes,yes,no,yes,yes,yes,yes,no,no,no,no,yes,yes,no,no,no,no,no,no
"165,000 TND",Cité Ennasr 1 inAriana Ville,50m²,2 Rooms,1 Bathroom,2 Pieces,Apartment,2nd,Good condition,,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no
Price on request,El Menzah 5 inAriana Ville,543m²,6 Rooms,4 Bathrooms,9 Pieces,Villa,,Due for reform,,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no
"730,000 TND",El Menzah 9 inEl Menzah,286m²,1 Room,1 Bathroom,1 Piece,,,,,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
"380,000 TND",Borj Louzir inLa Soukra,331m²,3 Rooms,2 Bathrooms,4 Pieces,Villa,,Good condition,,no,no,no,no,yes,yes,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
"730,000 TND",Le Bardo inLe Bardo,350m²,5 Rooms,4 Bathrooms,6 Pieces,Villa,,Good condition,,yes,yes,no,no,yes,yes,no,yes,yes,no,no,no,no,no,no,yes,no,no,no,no,no,no,no
"205,000 TND",Cité Ennasr 1 inAriana Ville,58m²,1 Room,1 Bathroom,2 Pieces,Apartment,,New,,no,no,no,no,yes,yes,no,yes,no,yes,no,no,no,no,no,no,yes,no,no,no,no,no,no
"1,750,000 TND",Les Jardins d'El Menzah 2 inAriana Ville,1082m²,1 Room,1 Bathroom,1 Piece,Apartment,,New,,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no
"1,170,000 TND",Borj Louzir inLa Soukra,785m²,4 Rooms,5 Bathrooms,8 Pieces,Villa,,Good condition,,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,yes,no,no,no,no,no,no,no
"270,000 TND",Cité Ennasr 1 inAriana Ville,115m²,2 Rooms,2 Bathrooms,3 Pieces,Apartment,,Good condition,,yes,no,no,no,yes,yes,no,yes,yes,yes,no,no,no,no,no,yes,yes,no,no,no,no,no,no
"550,000 TND
												

													Decreased by
													50,000 TND",La Marsa inLa Marsa,176m²,2 Rooms,2 Bathrooms,3 Pieces,Apartment,,New,1-5 years old,yes,no,no,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,no,no,yes,yes,no,yes,no,no,no
"1,300,000 TND",Gammarth inLa Marsa,240m²,3 Rooms,3 Bathrooms,5 Pieces,Villa,,Good condition,,yes,yes,no,yes,yes,yes,yes,no,yes,no,no,no,no,no,no,yes,no,no,no,no,no,no,no
"1,200,000 TND",Gammarth inLa Marsa,224m²,3 Rooms,2 Bathrooms,4 Pieces,Villa,,Good condition,,yes,yes,no,no,yes,yes,no,yes,yes,no,no,no,no,no,no,no,yes,no,no,no,no,no,no
"980,000 TND",La Marsa inLa Marsa,122m²,2 Rooms,2 Bathrooms,3 Pieces,Apartment,,New,,yes,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no
"720,000 TND",La Goulette inLa Goulette,178m²,3 Rooms,3 Bathrooms,4 Pieces,Apartment,2nd,New,Less than 1 year,yes,no,no,no,yes,yes,yes,yes,yes,yes,no,no,no,no,no,yes,no,yes,no,no,no,no,yes
"720,000 TND",La Marsa inLa Marsa,180m²,3 Rooms,2 Bathrooms,4 Pieces,Apartment,,Good condition,5-10 years old,yes,no,no,no,yes,yes,yes,no,yes,no,no,no,no,no,no,yes,no,yes,no,no,no,no,no
"3,800,000 TND",Mutuelle Ville inEl Menzah,980m²,6 Rooms,6 Bathrooms,9 Pieces,Villa,,Good condition,10-20 years old,yes,yes,no,yes,yes,no,no,no,yes,no,no,no,no,no,no,yes,no,no,no,no,no,no,no
"670,000 TND",Bab Bhar inTunis,600m²,8 Rooms,2 Bathrooms,10 Pieces,,,,,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
"274,000 TND",Cité Ennasr 2 inAriana Ville,150m²,2 Rooms,2 Bathrooms,3 Pieces,Apartment,,Good condition,,yes,no,no,no,yes,yes,no,yes,yes,yes,no,no,no,no,no,yes,yes,no,no,no,no,no,no
"284,000 TND",Cité Ennasr 2 inAriana Ville,100m²,3 Rooms,2 Bathrooms,4 Pieces,Apartment,,Good condition,,yes,no,no,no,yes,yes,no,yes,yes,yes,no,no,no,no,no,yes,yes,no,no,no,no,no,no
"300,000 TND",Les Jardins d'El Menzah 2 inAriana Ville,130m²,2 Rooms,2 Bathrooms,3 Pieces,Apartment,,Good condition,,yes,no,no,no,yes,yes,no,yes,no,yes,no,no,no,no,no,yes,yes,no,no,no,no,no,no
"295,000 TND",Hammam Sousse inHammam Sousse,120m²,,,,Apartment,,,,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
"670,000 TND",Hammamet inHammamet,200m²,2 Rooms,1 Bathroom,5 Pieces,,,,,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
"150,000 TND",Hammamet Nord inHammamet,65m²,2 Rooms,1 Bathroom,5 Pieces,Apartment,,Good condition,1-5 years old,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
"520,000 TND",Hammamet Nord inHammamet,63m²,4 Rooms,4 Bathrooms,16 Pieces,,,,,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
"120,000 TND",Hammamet Nord inHammamet,41m²,1 Room,1 Bathroom,4 Pieces,Apartment,,Good condition,1-5 years old,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
"850,000 TND",Djerba inDjerba,540m²,5 Rooms,4 Bathrooms,5 Pieces,Villa,,New,,no,yes,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no
"930,000 TND",Hammam Sousse inHammam Sousse,500m²,8 Rooms,2 Bathrooms,2 Pieces,Villa,,Good condition,,no,no,no,no,yes,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no
Price on request,Les Berges Du Lac 2 inLa Marsa,660m²,5 Rooms,3 Bathrooms,7 Pieces,Villa,,Good condition,5-10 years old,yes,yes,no,yes,yes,yes,yes,yes,yes,no,yes,yes,no,no,no,yes,no,yes,yes,yes,no,yes,no
"670,000 TND",Hammamet Sud inHammamet,300m²,3 Rooms,2 Bathrooms,4 Pieces,Villa,,New,,no,yes,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
"900,000 TND",Nouvelle Medina inNouvelle Medina,340m²,7 Rooms,3 Bathrooms,8 Pieces,Villa,,Good condition,,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,yes,no,no,no,no,no,no,no
Price on request,La Soukra inLa Soukra,,3 Rooms,2 Bathrooms,4 Pieces,Apartment,,New,Less than 1 year,yes,yes,no,no,yes,yes,no,no,no,yes,no,no,no,no,no,no,yes,no,no,no,no,no,no
"1,550,000 TND",Les Jardins d'El Menzah 2 inAriana Ville,413m²,5 Rooms,3 Bathrooms,2 Pieces,Apartment,,New,Less than 1 year,no,yes,no,no,yes,yes,yes,yes,no,no,no,no,no,no,no,yes,yes,yes,no,no,no,no,no
"460,000 TND",Chotrana 1 inLa Soukra,110m²,2 Rooms,1 Bathroom,2 Pieces,,,,,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
"1,800,000 TND",Chotrana 3 inLa Soukra,475m²,4 Rooms,5 Bathrooms,5 Pieces,Villa,,New,Less than 1 year,yes,yes,no,no,yes,yes,yes,yes,yes,no,no,no,no,no,no,yes,yes,yes,no,no,no,no,no
"390,000 TND",Le Bardo inLe Bardo,120m²,4 Rooms,2 Bathrooms,5 Pieces,Apartment,3rd,Due for reform,10-20 years old,yes,no,no,no,yes,yes,no,yes,yes,yes,yes,yes,no,no,no,no,yes,no,no,no,no,no,no
Price on request,Sidi Rezig inMégrine,456m²,10 Rooms,2 Bathrooms,10 Pieces,House,,Good condition,,no,yes,no,yes,no,yes,no,yes,yes,no,no,yes,no,no,no,yes,no,no,no,no,no,no,no
Price on request,Cité El Wafa inNabeul,108m²,2 Rooms,1 Bathroom,3 Pieces,Apartment,,New,,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes
Price on request,Skanes inMonastir Ville,216m²,3 Rooms,2 Bathrooms,4 Pieces,Apartment,4th,New,1-5 years old,yes,no,no,yes,yes,yes,yes,yes,yes,yes,no,yes,no,no,no,yes,yes,yes,yes,yes,no,yes,yes
"95,000 TND
												

													Decreased by
													15,000 TND",Hammam Sousse inHammam Sousse,158m²,2 Rooms,1 Bathroom,3 Pieces,,,,,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
"150,000 TND",Cité Ennour Jaafar inRaoued,99m²,3 Rooms,1 Bathroom,4 Pieces,Apartment,3rd,Good condition,,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no
"110,000 TND",Cité Ennour Jaafar inRaoued,70m²,2 Rooms,1 Bathroom,3 Pieces,Apartment,,Good condition,,yes,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no
"500,000,000 TND",Sidi Bousaid inCarthage,1017m²,6 Rooms,4 Bathrooms,9 Pieces,Villa,,Good condition,10-20 years old,yes,yes,no,no,yes,yes,no,no,yes,no,yes,yes,no,no,no,yes,no,no,no,no,no,no,no
"255,000 TND",Sousse Khezama inSousse Ville,60m²,2 Rooms,1 Bathroom,3 Pieces,Apartment,,Good condition,,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,yes,no,no,no,no,no,no,no
"1,200,000 TND",La Marsa,400m²,3 Rooms,,,Apartment,,,,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no
"1,250,000 TND",La Marsa inLa Marsa,103m²,3 Rooms,,,House,,,,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no
"173,000 TND",Hergla,68m²,1 Room,1 Bathroom,2 Pieces,Apartment,2nd,Good condition,,yes,no,no,no,yes,yes,yes,no,no,yes,yes,yes,no,no,no,yes,yes,yes,no,no,no,no,no
"125,271 TND",Hergla,33m²,1 Room,1 Bathroom,1 Piece,Apartment,,New,Less than 1 year,yes,no,no,no,yes,yes,yes,yes,yes,yes,no,yes,no,no,no,no,no,yes,no,no,no,no,no
Price on request,El Kantaoui inHammam Sousse,14961m²,4 Rooms,4 Bathrooms,5 Pieces,Villa,,New,,yes,yes,no,yes,yes,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no
"280,000 TND",Mutuelle Ville inEl Menzah,95m²,2 Rooms,1 Bathroom,3 Pieces,Apartment,,New,,no,no,no,no,yes,yes,no,yes,no,yes,no,no,no,no,no,no,yes,no,no,no,no,no,no
"1,020,000 TND",La Soukra inLa Soukra,400m²,4 Rooms,3 Bathrooms,5 Pieces,Villa,,Good condition,1-5 years old,yes,yes,no,no,yes,yes,yes,yes,yes,no,yes,yes,no,no,no,yes,no,yes,no,yes,no,no,no
"185,000 TND",Aouina inLa Marsa,56m²,1 Room,1 Bathroom,2 Pieces,Apartment,1st,New,Less than 1 year,yes,yes,no,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,no,yes,yes,yes,no,no,no,no,no
"282,000 TND",Aouina inLa Marsa,107m²,33 Rooms,1 Bathroom,33 Pieces,Apartment,,New,,yes,no,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
"340,000 TND",Aouina inLa Marsa,157m²,4 Rooms,2 Bathrooms,5 Pieces,Apartment,2nd,Good condition,10-20 years old,yes,no,no,no,yes,yes,no,yes,no,yes,no,no,no,no,no,no,yes,no,no,no,no,no,no
"315,000 TND",Aouina inLa Marsa,122m²,2 Rooms,1 Bathroom,2 Pieces,Apartment,,New,,yes,no,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
"730,000 TND",Ain Zaghouan Nord inLa Marsa,165m²,3 Rooms,2 Bathrooms,4 Pieces,Apartment,,Good condition,,yes,no,no,no,yes,yes,yes,yes,yes,yes,no,yes,no,no,no,yes,yes,yes,yes,no,no,no,no
"640,000 TND",Hammamet inHammamet,250m²,3 Rooms,2 Bathrooms,6 Pieces,Villa,,New,Less than 1 year,no,yes,no,yes,no,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Price on request,Hammamet Sud inHammamet,650m²,4 Rooms,3 Bathrooms,7 Pieces,Villa,,New,1-5 years old,no,yes,no,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Price on request,Hammamet Sud inHammamet,5120m²,6 Rooms,3 Bathrooms,9 Pieces,Villa,,New,1-5 years old,no,yes,no,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no
"290,000 TND",Hammamet inHammamet,200m²,3 Rooms,3 Bathrooms,8 Pieces,Villa,,New,Less than 1 year,no,yes,no,yes,no,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no
