Price,Type of property,City,Region,Area,Rooms,Bathrooms,Condition,Air conditioning,Garden,Furnished,Pool,Heating,Equipped kitchen,Double glazing,Security system,Terrace,Elevator,Satellite dish,Oven,Mountains views,Internet,Flooring,Garage,Concierge,Reinforced Door,Microwave,Fridge,TV,Washing machine,Sea views
500000.0,Apartment,Hammamet Nord,Hammamet,234,5,3,Good condition,yes,no,no,no,yes,yes,no,no,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no,no
260000.0,Apartment,Yasmine Hammamet,Hammamet,74,1,1,Good condition,yes,no,no,no,yes,yes,no,no,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no,no
500000.0,Villa,Hammamet Sud,Hammamet,1700,3,2,New,no,yes,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
490000.0,Villa,Hammamet,Hammamet,423,3,2,Good condition,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
370000.0,Apartment,Aouina,La Marsa,150,3,2,Good condition,yes,no,no,no,yes,yes,no,yes,yes,yes,no,no,no,no,no,no,yes,no,no,no,no,no,no
175000.0,Apartment,Aouina,La Marsa,42,1,1,Good condition,no,no,no,no,yes,yes,yes,yes,yes,yes,no,no,no,no,no,no,yes,no,no,no,no,no,no
900000.0,Villa,La Soukra,La Soukra,672,3,1,Good condition,yes,yes,no,no,yes,yes,yes,no,yes,no,no,yes,no,no,no,no,yes,no,no,no,no,no,no
365000.0,Apartment,Aouina,La Marsa,115,2,1,Good condition,no,no,no,no,no,yes,yes,yes,yes,yes,no,no,no,no,no,no,yes,no,no,no,no,no,no
550000.0,Villa,Khezama Ouest,Khezama Ouest,251,3,2,Due for reform,yes,no,no,yes,yes,no,no,no,yes,no,no,no,no,no,no,yes,no,no,no,no,no,no,no
275000.0,Apartment,Hammamet,Hammamet,100,2,1,Good condition,yes,no,no,no,yes,yes,no,yes,yes,no,yes,no,yes,no,no,yes,no,no,no,no,no,no,no
275000.0,Apartment,Hammamet,Hammamet,100,2,1,Good condition,yes,no,no,no,yes,yes,no,no,yes,no,yes,no,yes,no,no,yes,no,no,no,no,no,no,no
2200000.0,Villa,El Menzah 1,El Menzah,600,3,3,New,yes,yes,no,yes,yes,yes,yes,yes,yes,no,no,no,no,no,no,yes,no,yes,no,no,no,no,no
445000.0,House,Hergla,Hergla,200,5,2,Good condition,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no
2600000.0,Villa,El Menzah 1,El Menzah,507,5,1,New,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no
430000.0,House,Ben Arous,Ben Arous,376,3,1,Due for reform,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
2200000.0,Villa,El Manar 1,El Menzah,540,8,5,New,no,yes,no,yes,no,yes,no,no,yes,yes,no,no,no,no,no,yes,no,no,no,no,no,no,no
795000.0,Apartment,El Menzah 9,El Menzah,250,4,3,New,yes,no,no,no,yes,yes,no,no,yes,yes,no,yes,no,no,no,yes,yes,no,no,no,no,no,no
870000.0,Villa,La Soukra,La Soukra,300,4,3,Good condition,yes,yes,no,yes,yes,yes,yes,yes,no,no,yes,yes,no,no,no,yes,yes,yes,no,no,no,no,no
3500000.0,Villa,Mutuelle Ville,El Menzah,1000,7,7,New,yes,yes,no,yes,yes,yes,yes,yes,yes,no,yes,no,no,no,no,yes,no,yes,no,no,no,no,no
668701.0,Apartment,Les Jardins de Carthage,Le Kram,126,2,2,New,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,yes,no,no,no,no,no,no,no
2000000.0,House,La Soukra,La Soukra,958,4,2,Good condition,no,no,no,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no
595000.0,Villa,Hammamet Nord,Hammamet,340,5,3,New,no,yes,no,yes,yes,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,yes
155000.0,Apartment,Hammamet Nord,Hammamet,75,2,1,Good condition,yes,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
210000.0,Apartment,Hammamet Nord,Hammamet,140,2,3,Good condition,no,no,no,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no
520000.0,Apartment,Hammamet,Hammamet,63,4,4,Good condition,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
335000.0,Apartment,Hammamet Nord,Hammamet,145,3,2,New,no,no,no,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no
850000.0,Apartment,Hammamet Nord,Hammamet,210,6,3,New,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
270000.0,Apartment,Le Bardo,Le Bardo,130,2,1,Good condition,yes,yes,no,no,yes,no,no,yes,no,no,no,yes,no,no,no,yes,no,no,no,no,no,no,no
170000.0,House,Hammamet Nord,Hammamet,120,2,1,Good condition,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,yes
377000.0,Apartment,Aouina,La Marsa,118,2,2,New,yes,yes,no,no,yes,yes,yes,yes,yes,yes,yes,no,no,no,no,no,yes,yes,no,no,no,no,no
140000.0,Apartment,Cité El Behi Ladghem,La Soukra,105,3,1,Due for reform,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no
500000.0,House,Borj Louzir,La Soukra,350,3,2,Good condition,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no
1400000.0,House,La Soukra,La Soukra,550,5,4,Good condition,yes,no,no,yes,yes,yes,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
410000.0,Apartment,El Menzah 9,El Menzah,118,2,2,New,yes,no,no,no,yes,yes,no,no,no,yes,no,yes,no,no,no,yes,yes,no,no,no,no,no,no
365000.0,Apartment,Khezama,Sousse Jaouhara,180,3,1,Good condition,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,yes,no,no,no,no,no,no,no
790000.0,Apartment,Gammarth,La Marsa,206,3,2,New,yes,no,no,no,yes,yes,yes,yes,yes,no,no,yes,no,no,no,yes,no,yes,no,no,no,no,no
155000.0,Apartment,Borj Louzir,La Soukra,85,3,1,Good condition,no,no,no,no,no,yes,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no
1150000.0,Apartment,Les Jardins d'El Menzah 1,Ariana Ville,320,12,8,Good condition,yes,no,no,yes,yes,yes,no,no,yes,no,no,yes,no,no,no,yes,no,no,yes,no,no,no,no
1180000.0,House,Chotrana 1,La Soukra,245,5,4,New,yes,yes,no,yes,yes,yes,yes,yes,yes,no,no,yes,no,no,no,no,yes,yes,yes,yes,no,yes,no
175000.0,Apartment,Aouina,La Marsa,75,1,1,Good condition,yes,no,yes,no,yes,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no
4300000.0,Villa,Sidi Bousaid,Carthage,511,6,4,New,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no
345000.0,Apartment,Chotrana 1,La Soukra,104,2,1,Good condition,yes,no,no,no,yes,yes,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no
395000.0,Apartment,Ain Zaghouan Nord,La Marsa,83,1,1,New,yes,no,no,yes,yes,yes,no,yes,yes,yes,no,yes,no,no,no,yes,yes,no,no,no,no,no,no
230000.0,Apartment,Ain Zaghouan Nord,La Marsa,43,1,1,New,yes,no,no,yes,yes,yes,no,yes,yes,yes,no,yes,no,no,no,yes,yes,no,no,no,no,no,no
370000.0,Apartment,Ain Zaghouan Nord,La Marsa,73,1,1,New,yes,no,no,no,yes,yes,no,yes,yes,yes,no,yes,no,no,no,yes,yes,no,no,no,no,no,no
520000.0,Apartment,Ain Zaghouan Nord,La Marsa,165,3,2,Good condition,yes,no,no,no,yes,yes,yes,yes,yes,yes,yes,yes,no,no,no,yes,yes,yes,no,yes,no,no,no
220000.0,Apartment,Cité El Wafa,Nabeul,64,1,1,Good condition,yes,no,no,yes,yes,yes,no,no,yes,yes,no,yes,no,no,no,no,yes,no,no,no,no,no,no
600000.0,House,Dar Châabane,Dar Châabane,365,4,4,New,yes,no,no,no,yes,yes,no,no,yes,no,no,yes,no,no,no,yes,no,no,no,no,no,no,no
400000.0,House,Kélibia,Kélibia,269,3,1,New,no,yes,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no
1090000.0,Villa,Hammamet,Hammamet,2500,4,5,New,yes,yes,no,yes,no,yes,no,no,no,no,no,yes,yes,no,no,no,no,no,yes,yes,no,no,no
232000.0,Apartment,Hammamet,Hammamet,70,1,1,New,no,no,no,yes,yes,yes,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
350000.0,House,Borj Louzir,La Soukra,500,3,1,Good condition,yes,yes,no,no,no,yes,no,no,yes,no,no,no,no,no,no,yes,no,no,no,no,no,no,no
176000.0,Villa,Djerba,Djerba,472,3,3,Good condition,yes,yes,yes,yes,no,yes,no,no,yes,no,yes,yes,no,no,no,yes,no,no,yes,yes,no,yes,no
1800000.0,Villa,Gammarth Supérieur,La Marsa,284,4,3,New,yes,yes,no,yes,yes,yes,yes,yes,yes,no,yes,no,yes,no,no,yes,no,yes,no,no,no,no,yes
290000.0,Apartment,Ain Zaghouan Sud,La Marsa,105,2,2,Good condition,yes,no,no,no,yes,yes,yes,yes,yes,yes,yes,yes,no,no,no,yes,yes,yes,no,yes,no,no,no
350000.0,Apartment,Cité Ennasr 2,Ariana Ville,150,3,3,Good condition,yes,no,no,no,yes,yes,no,no,no,yes,no,no,no,no,no,no,yes,no,no,no,no,no,no
2450000.0,Villa,Gammarth Supérieur,La Marsa,450,5,3,New,yes,yes,no,yes,yes,yes,yes,yes,yes,no,yes,yes,yes,no,no,yes,yes,yes,yes,no,no,no,yes
409000.0,Apartment,El Menzah 9,El Menzah,117,2,2,New,yes,no,no,no,yes,yes,yes,yes,no,yes,yes,yes,no,no,no,yes,yes,yes,no,no,no,no,no
450000.0,Apartment,La Marsa,La Marsa,94,2,1,New,yes,no,no,no,yes,yes,no,yes,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no
780000.0,Apartment,Les Jardins de Carthage,Le Kram,216,3,2,New,yes,no,no,no,yes,yes,yes,yes,yes,yes,no,yes,no,no,no,yes,yes,yes,no,no,no,no,no
540000.0,Apartment,Chotrana 1,La Soukra,157,3,2,Good condition,yes,no,no,no,yes,yes,yes,yes,yes,yes,no,yes,no,no,no,yes,yes,yes,yes,no,no,no,no
3490000.0,Villa,Khezama,Sousse Jaouhara,2067,12,8,Good condition,yes,yes,no,yes,yes,yes,no,no,yes,no,no,no,no,no,no,yes,no,no,no,no,no,no,no
752000.0,Apartment,Les Jardins de Carthage,Le Kram,146,2,2,New,yes,yes,no,no,yes,yes,yes,no,yes,yes,no,no,no,no,no,yes,no,yes,no,no,no,no,no
467000.0,Apartment,El Menzah 9,El Menzah,129,3,2,New,yes,no,no,no,yes,yes,yes,yes,yes,yes,yes,yes,no,no,no,yes,yes,yes,no,no,no,no,no
409000.0,Apartment,El Menzah 8,Ariana Ville,117,2,2,New,yes,no,no,no,yes,yes,yes,yes,yes,yes,no,no,no,no,no,yes,yes,yes,no,no,no,no,no
465000.0,Apartment,El Menzah 8,Ariana Ville,129,3,2,New,yes,no,no,no,yes,yes,yes,yes,yes,yes,yes,yes,no,no,no,yes,no,yes,no,no,no,no,no
199000.0,House,Cité Ennouzha,Ariana Ville,200,4,2,Good condition,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no
450000.0,Apartment,Riadh al Andalous,Ariana Ville,200,3,3,Good condition,yes,yes,no,no,yes,yes,no,no,yes,no,no,no,no,no,no,no,yes,no,no,no,no,no,no
499000.0,Apartment,Chotrana 1,La Soukra,160,3,3,New,yes,no,no,no,yes,yes,no,no,yes,yes,no,no,no,no,no,no,yes,no,no,no,no,no,no
1300000.0,Apartment,Yasmine Hammamet,Hammamet,730,3,2,New,yes,yes,no,yes,yes,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no
299000.0,Apartment,Cité Ennasr 2,Ariana Ville,130,2,1,Good condition,yes,no,no,no,yes,yes,no,no,yes,no,no,yes,no,no,no,no,yes,no,no,no,no,no,no
500000.0,Villa,Hammamet,Hammamet,300,3,2,New,no,yes,no,yes,no,yes,no,no,yes,no,no,no,no,no,no,yes,no,no,no,no,no,no,no
780000.0,Villa,Hammamet Sud,Hammamet,430,4,3,New,no,yes,no,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no
600000.0,Villa,Kélibia,Kélibia,1085,4,2,New,no,yes,no,yes,no,no,no,no,yes,no,no,no,no,no,no,yes,no,no,no,no,no,no,yes
300000.0,Apartment,El Menzah,El Menzah,111,4,1,New,no,no,no,no,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no
495000.0,Apartment,La Soukra,La Soukra,160,3,1,Good condition,yes,no,no,no,yes,yes,no,no,yes,yes,no,yes,no,no,no,yes,yes,no,no,no,no,no,no
345100.0,Apartment,La Soukra,La Soukra,120,2,2,New,yes,no,no,no,yes,yes,yes,yes,no,yes,yes,no,no,no,no,no,yes,yes,no,no,no,no,no
648000.0,Apartment,Les Jardins de Carthage,Le Kram,135,4,2,New,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no
945500.0,Villa,Djerba,Djerba,350,4,4,Good condition,yes,yes,yes,yes,no,yes,no,yes,yes,no,yes,yes,no,no,no,yes,no,yes,yes,yes,no,yes,no
549580.0,Villa,Djerba,Djerba,198,3,3,New,yes,yes,no,yes,no,yes,no,no,yes,no,yes,yes,no,no,no,yes,no,yes,yes,yes,no,yes,no
272200.0,House,Midoune,Midoun,260,3,2,Good condition,no,yes,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
473600.0,Villa,Djerba,Djerba,330,2,2,New,yes,yes,yes,yes,no,yes,yes,yes,no,no,no,yes,no,no,no,yes,no,yes,yes,yes,no,yes,no
560000.0,Apartment,Gammarth,La Marsa,160,2,1,New,no,no,no,no,no,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no
220000.0,Apartment,La Goulette,La Goulette,53,1,1,New,yes,no,no,no,yes,yes,yes,yes,no,yes,no,no,no,no,no,yes,yes,yes,no,no,no,no,no
220000.0,Apartment,Gammarth,La Marsa,70,1,1,Good condition,yes,no,no,no,yes,yes,no,yes,no,no,no,no,no,no,no,yes,yes,no,no,no,no,no,no
410000.0,Apartment,Hammamet Nord,Hammamet,110,3,2,Good condition,yes,no,no,no,yes,yes,yes,no,yes,no,yes,yes,no,no,no,yes,yes,yes,no,no,no,yes,no
670000.0,Apartment,Le Kram,Le Kram,180,3,2,Good condition,yes,no,yes,no,yes,yes,no,no,yes,yes,no,yes,no,no,no,no,no,no,no,no,no,no,no
2900000.0,Villa,El Manar 2,El Menzah,942,6,3,Due for reform,no,yes,no,yes,no,no,no,no,yes,no,no,no,no,no,no,yes,no,no,no,no,no,no,no
400000.0,Villa,Cité El Wafa,Nabeul,335,7,4,New,yes,yes,no,yes,yes,no,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no
375000.0,Apartment,Cité Les Pins,La Marsa,63,1,1,New,yes,yes,no,no,yes,yes,yes,yes,yes,yes,no,yes,no,no,no,no,yes,yes,no,no,no,no,no
615900.0,Villa,Djerba,Djerba,200,3,3,New,yes,yes,yes,yes,no,yes,no,yes,yes,no,yes,yes,no,no,no,yes,no,yes,yes,yes,no,yes,no
749990.0,Villa,Djerba,Djerba,500,4,5,Good condition,yes,yes,yes,yes,no,yes,no,no,yes,no,yes,yes,no,no,no,yes,no,yes,yes,yes,no,yes,yes
749500.0,Villa,Djerba,Djerba,220,3,4,New,yes,yes,yes,yes,no,yes,no,yes,yes,no,yes,yes,no,no,no,yes,no,yes,yes,yes,no,yes,no
874200.0,Villa,Djerba,Djerba,270,4,4,New,yes,yes,yes,yes,no,yes,no,yes,yes,no,yes,yes,no,no,no,yes,no,yes,yes,yes,no,yes,no
814900.0,Villa,Djerba,Djerba,233,4,3,New,yes,yes,no,yes,no,yes,no,no,yes,no,no,no,no,no,no,no,no,yes,no,no,no,no,no
1099500.0,Villa,Djerba,Djerba,252,4,4,New,yes,yes,no,yes,yes,yes,yes,yes,yes,no,yes,yes,no,no,no,yes,no,yes,yes,yes,no,no,no
395300.0,Villa,Djerba,Djerba,400,3,2,New,no,yes,no,no,no,yes,no,no,yes,no,no,no,no,no,no,yes,no,no,no,no,no,no,no
848700.0,Villa,Djerba,Djerba,250,3,4,New,yes,yes,yes,yes,no,yes,yes,yes,yes,no,yes,yes,no,no,no,no,no,yes,yes,yes,no,yes,no
323800.0,Villa,Djerba,Djerba,340,3,1,New,yes,no,yes,yes,no,yes,yes,no,yes,no,yes,yes,no,no,no,no,no,no,yes,yes,no,yes,no
542680.0,Villa,Djerba,Djerba,150,2,2,Good condition,yes,yes,no,yes,no,yes,no,no,yes,no,no,yes,no,no,no,yes,no,yes,yes,yes,no,yes,no
479856.0,Villa,Djerba,Djerba,145,3,2,New,no,yes,no,yes,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
276400.0,Villa,Djerba,Djerba,102,2,1,New,no,yes,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no
435500.0,Villa,Djerba,Djerba,149,3,2,Good condition,yes,yes,yes,yes,no,yes,no,yes,yes,no,yes,yes,no,no,no,yes,no,yes,yes,yes,no,yes,no
448900.0,House,Djerba,Djerba,135,3,2,New,yes,yes,no,yes,no,yes,yes,no,yes,no,no,no,no,no,no,yes,no,yes,no,no,no,no,no
125000.0,Apartment,Djerba,Djerba,95,2,1,New,no,yes,no,no,no,yes,no,no,yes,no,no,no,no,no,no,no,no,yes,no,no,no,no,no
626400.0,Villa,Djerba,Djerba,160,4,3,New,yes,yes,no,yes,no,yes,yes,yes,yes,no,yes,no,no,no,no,yes,no,yes,no,no,no,no,no
529700.0,Villa,Djerba,Djerba,125,3,2,New,yes,yes,yes,yes,no,yes,no,yes,no,no,yes,yes,no,no,no,no,no,yes,yes,yes,no,yes,no
447200.0,Villa,Djerba,Djerba,135,3,2,New,no,yes,no,yes,no,no,yes,no,yes,no,no,no,no,no,no,no,no,yes,no,no,no,no,no
2380000.0,Villa,Zarzis,Zarzis,300,3,5,Good condition,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,yes,no,no,no,yes,yes,yes,yes,yes,no,yes,yes
637400.0,Villa,Djerba,Djerba,175,3,2,New,yes,yes,yes,yes,no,yes,no,no,yes,no,yes,yes,no,no,no,no,no,yes,yes,yes,no,yes,no
759200.0,Villa,Djerba,Djerba,175,3,3,Good condition,yes,yes,yes,yes,no,yes,no,yes,yes,no,yes,yes,no,no,no,yes,no,yes,yes,yes,no,yes,no
618730.0,Villa,Djerba,Djerba,205,4,3,New,no,yes,no,yes,no,yes,no,no,yes,no,no,no,no,no,no,yes,no,yes,no,no,no,no,no
640000.0,Apartment,Cité Les Pins,La Marsa,119,2,1,New,yes,no,no,no,yes,yes,no,yes,yes,yes,yes,yes,no,no,no,no,yes,no,yes,no,no,no,no
911500.0,Apartment,Les Jardins de Carthage,Le Kram,177,2,2,New,yes,yes,no,no,yes,yes,yes,no,yes,yes,no,no,no,no,no,yes,no,yes,no,no,no,no,no
650000.0,Villa,Hammamet,Hammamet,250,3,2,New,no,yes,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
940000.0,Villa,Hammamet,Hammamet,275,4,3,New,yes,yes,no,yes,yes,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no
120000.0,Apartment,La Goulette,La Goulette,30,1,1,Good condition,yes,no,no,no,yes,no,yes,yes,no,yes,no,no,no,no,no,no,yes,yes,no,no,no,no,yes
730000.0,Villa,Djerba,Djerba,235,3,4,Good condition,yes,yes,yes,yes,no,yes,yes,yes,yes,no,yes,yes,no,no,no,no,yes,yes,yes,yes,no,yes,yes
291800.0,House,Djerba,Djerba,105,2,3,Good condition,yes,yes,no,yes,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no
389680.0,Villa,Djerba,Djerba,159,3,2,New,no,yes,no,no,no,yes,no,no,no,no,no,no,no,no,no,yes,no,yes,no,no,no,no,no
145000.0,Apartment,Ksar Said,Le Bardo,120,3,2,Good condition,no,no,no,no,no,no,no,no,yes,yes,no,no,no,no,no,yes,yes,no,no,no,no,no,no
442300.0,Villa,Djerba,Djerba,168,3,2,New,no,yes,no,yes,no,yes,no,no,no,no,no,no,no,no,no,yes,no,yes,no,no,no,no,no
592790.0,Villa,Djerba,Djerba,159,3,2,New,yes,yes,yes,yes,no,yes,no,yes,yes,no,yes,yes,no,no,no,yes,no,yes,yes,yes,no,yes,no
458418.0,Villa,Djerba,Djerba,172,3,3,Good condition,yes,no,yes,yes,no,yes,no,yes,yes,no,yes,yes,no,no,no,yes,no,yes,yes,yes,no,yes,no
456000.0,Apartment,La Soukra,La Soukra,120,2,2,New,yes,no,no,no,yes,yes,yes,yes,yes,yes,no,yes,no,no,no,yes,yes,yes,no,no,no,no,no
750000.0,Villa,La Soukra,La Soukra,230,4,3,Good condition,yes,yes,no,no,yes,yes,yes,yes,no,no,yes,yes,no,no,no,yes,yes,yes,no,no,no,no,no
220000.0,Apartment,Hammamet Nord,Hammamet,85,1,1,New,no,no,no,yes,yes,no,no,yes,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no
170000.0,Apartment,Hammamet Nord,Hammamet,95,1,1,New,no,no,no,no,no,no,no,no,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no,no
1200000.0,Villa,Les Berges Du Lac 2,La Marsa,255,3,3,Good condition,yes,yes,no,no,yes,yes,yes,yes,yes,no,no,no,no,no,no,yes,no,yes,no,no,no,no,no
1200000.0,Apartment,Les Berges Du Lac 2,La Marsa,205,3,3,New,yes,no,yes,no,yes,yes,yes,yes,yes,yes,yes,yes,no,no,no,yes,yes,yes,yes,yes,no,yes,no
2600000.0,Villa,Les Jardins de Carthage,Le Kram,824,1,1,Good condition,no,yes,no,yes,no,no,no,no,yes,no,no,no,yes,no,no,yes,yes,no,no,no,no,no,no
200000.0,Apartment,Aouina,La Marsa,50,1,2,Good condition,yes,no,yes,no,yes,yes,yes,yes,yes,yes,yes,yes,no,no,no,yes,yes,yes,yes,yes,no,no,no
380000.0,Apartment,Hammamet,Hammamet,75,2,1,New,no,no,no,no,yes,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no
950000.0,Apartment,Gammarth,La Marsa,200,3,2,New,no,no,no,yes,no,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no
400000.0,Villa,Djerba,Djerba,1190,3,3,Good condition,yes,yes,yes,yes,yes,yes,yes,no,yes,no,yes,yes,no,no,no,yes,no,yes,yes,yes,no,yes,no
840000.0,Villa,Chotrana 3,La Soukra,509,3,2,New,yes,yes,no,yes,yes,yes,yes,yes,yes,no,yes,no,no,no,no,yes,no,yes,no,no,no,no,no
360000.0,Apartment,El Kantaoui,Hammam Sousse,95,2,1,Good condition,yes,no,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
1050000.0,Villa,Hammamet Sud,Hammamet,320,4,3,New,yes,yes,no,yes,yes,yes,yes,no,yes,no,no,no,no,no,no,no,no,yes,no,no,no,no,no
1380000.0,Villa,Hammamet,Hammamet,624,4,4,New,yes,yes,no,yes,yes,yes,yes,no,yes,no,yes,no,no,no,no,no,no,yes,no,no,no,no,no
290000.0,Apartment,Yasmine Hammamet,Hammamet,67,1,1,Good condition,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
800000.0,Villa,Bizerte,Bizerte,1200,1,2,Good condition,no,yes,no,yes,no,no,no,no,yes,no,no,no,no,no,no,yes,no,no,no,no,no,no,no
400000.0,Villa,Khezama Ouest,Khezama Ouest,140,5,2,Good condition,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
300000.0,Apartment,El Manar 2,El Menzah,128,4,1,Good condition,no,no,no,no,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no
29500025000.0,House,Cité Hedi Nouira,La Soukra,126,3,1,Good condition,yes,yes,no,no,yes,yes,no,yes,yes,no,yes,yes,no,no,no,no,yes,yes,no,no,no,no,no
750000.0,Villa,Cité el Ghazela,Raoued,300,8,3,Good condition,no,yes,no,no,yes,yes,no,no,yes,no,yes,no,no,no,no,yes,no,no,no,no,no,no,no
1150000.0,Villa,La Soukra,La Soukra,300,4,4,New,yes,yes,no,yes,yes,yes,yes,yes,yes,no,yes,yes,no,no,no,yes,no,yes,yes,yes,no,no,no
1150000.0,Villa,Yasmine Hammamet,Hammamet,840,4,2,New,no,yes,no,yes,no,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no
580000.0,Villa,Houmt Souk,Houmt Souk,429,4,2,Good condition,no,no,yes,yes,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
650000.0,Villa,Aghir,Aghir,430,3,3,New,yes,yes,yes,yes,no,yes,no,yes,yes,no,no,yes,no,no,no,yes,no,no,yes,yes,no,yes,no
650000.0,Villa,Midoune,Midoun,500,3,3,New,no,no,no,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no
480000.0,Apartment,El Menzah 5,Ariana Ville,180,4,1,Good condition,no,no,no,no,yes,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no
495000.0,Apartment,Les Jardins de Carthage,Le Kram,90,2,2,New,no,no,no,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,no,yes,yes,yes,yes,yes,no,no,no
750000.0,Villa,Hammamet Nord,Hammamet,304,3,3,Good condition,yes,yes,no,yes,yes,yes,no,no,yes,no,no,no,no,no,no,yes,no,no,no,no,no,no,no
790000.0,Villa,Hammamet Sud,Hammamet,510,4,2,New,yes,yes,no,yes,yes,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no
930000.0,Villa,Hammamet,Hammamet,325,4,2,New,yes,yes,no,yes,yes,yes,no,no,yes,no,no,no,no,no,no,yes,no,no,no,no,no,no,no
420000.0,House,Borj Louzir,La Soukra,300,7,2,Good condition,yes,yes,no,no,no,no,yes,no,yes,no,yes,no,no,no,no,yes,no,yes,no,no,no,no,no
240000.0,Apartment,Chott Meriem,Akouda,120,3,1,Due for reform,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no
540000.0,Apartment,Chott Meriem,Akouda,167,3,3,Good condition,yes,yes,no,yes,yes,yes,no,no,yes,yes,yes,yes,no,no,no,yes,yes,yes,no,no,no,no,no
400000.0,Apartment,Carthage,Carthage,110,2,1,Good condition,yes,no,no,no,yes,yes,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no
440000.0,Apartment,Hammamet,Hammamet,120,3,1,New,yes,yes,no,yes,yes,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no
372600.0,Villa,Djerba,Djerba,162,3,2,New,no,yes,no,no,no,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no
