Type,Price,Location,Area,Pieces,Rooms,Bathrooms,Condition,Air conditioning,Garden,Heating,Furnished,Equipped kitchen,Double glazing,Security system,Terrace,Elevator,Satellite dish,Oven,Mountains views,Internet,Flooring,Garage,Pool,Concierge,Reinforced Door,Microwave,Fridge,TV,Washing machine,Sea views,Stage,Age,uknown
apartment,"4,500 TND",Les Berges Du Lac 2 inLa Marsa,230m²,4 Pieces,4 Rooms,1 Bathroom,New,yes,no,no,no,yes,no,no,yes,no,no,yes,no,no,no,no,no,no,no,yes,no,no,no,no,,,
apartment,600 TND,Hammamet inHammamet,64m²,,1 Room,1 Bathroom,Good condition,yes,no,yes,yes,yes,no,no,no,yes,yes,yes,no,no,no,no,yes,yes,yes,no,yes,yes,yes,no,6thstage,5-10 years old,
apartment,"4,200 TND",Les Berges Du Lac 1 inLa Marsa,200m²,4 Pieces,3 Rooms,3 Bathrooms,Good condition,yes,yes,yes,no,yes,yes,yes,yes,no,yes,yes,yes,yes,no,yes,yes,yes,yes,no,no,no,no,no,,1-5 years old,
apartment,"4,200 TND",Les Berges Du Lac 1 inLa Marsa,180m²,4 Pieces,3 Rooms,3 Bathrooms,Good condition,yes,yes,yes,no,yes,yes,yes,yes,yes,yes,yes,no,yes,no,yes,yes,yes,no,no,yes,no,no,no,,1-5 years old,
house,"5,500 TND",Hammamet Nord inHammamet,,7 Pieces,5 Rooms,1 Bathroom,Good condition,no,no,yes,yes,yes,no,yes,yes,no,no,no,no,no,no,yes,yes,no,no,no,no,no,no,no,,,
apartment,"2,750 TND",Sidi Daoued inLa Marsa,60m²,2 Pieces,1 Room,1 Bathroom,New,yes,no,yes,yes,yes,no,yes,no,yes,yes,yes,no,yes,no,no,no,yes,yes,yes,yes,yes,yes,no,2ndstage,1-5 years old,
apartment,"1,800 TND",Mahdia,70m²,4 Pieces,3 Rooms,1 Bathroom,New,yes,no,yes,no,yes,no,no,yes,yes,no,yes,no,no,no,yes,no,yes,no,yes,yes,yes,yes,yes,1ststage,5-10 years old,
house,"6,500 TND",Gammarth Supérieur inLa Marsa,,4 Pieces,3 Rooms,2 Bathrooms,Good condition,yes,yes,yes,no,yes,yes,no,yes,no,no,no,no,no,no,yes,yes,no,yes,no,no,no,no,no,,1-5 years old,
house,"11,000 TND",Les Berges Du Lac 2 inLa Marsa,1000m²,6 Pieces,5 Rooms,2 Bathrooms,Good condition,yes,yes,yes,no,yes,no,no,yes,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,,,
house,"1,800 TND",Aouina inLa Marsa,150m²,5 Pieces,4 Rooms,3 Bathrooms,Good condition,yes,no,yes,no,no,no,no,yes,no,no,yes,no,no,no,yes,no,no,no,yes,no,no,no,no,,1-5 years old,
apartment,"5,500 TND",Les Berges Du Lac 1 inLa Marsa,,,4 Rooms,3 Bathrooms,Good condition,yes,no,yes,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,,,1 Piece
house,"4,300 TND",Les Jardins de Carthage inLe Kram,,,4 Rooms,5 Bathrooms,Good condition,yes,yes,yes,no,no,no,no,yes,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,,,1 Piece
house,"3,000 TND",La Soukra inLa Soukra,350m²,4 Pieces,4 Rooms,3 Bathrooms,New,yes,yes,yes,no,yes,yes,yes,yes,no,yes,yes,yes,yes,no,yes,yes,yes,yes,no,no,no,no,no,,Less than 1 year,
house,"1,500 TND",Les Jardins de Carthage inLe Kram,70m²,3 Pieces,2 Rooms,1 Bathroom,Good condition,yes,no,yes,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,,,
house,,Gammarth Supérieur inLa Marsa,,,6 Rooms,4 Bathrooms,Good condition,no,yes,yes,no,no,no,no,yes,no,no,no,no,no,no,yes,yes,no,no,no,no,no,no,yes,,,1 Piece
house,"3,500 TND",Les Berges Du Lac 1 inLa Marsa,230m²,5 Pieces,4 Rooms,2 Bathrooms,Good condition,yes,yes,yes,no,yes,no,no,yes,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,,,
house,"4,500 TND",Les Berges Du Lac 2 inLa Marsa,200m²,4 Pieces,3 Rooms,3 Bathrooms,Good condition,yes,yes,yes,no,yes,no,no,yes,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,,,
apartment,"1,800 TND",El Manar 2 inEl Menzah,125m²,4 Pieces,3 Rooms,2 Bathrooms,Good condition,yes,yes,yes,no,yes,yes,no,yes,no,no,yes,no,yes,no,no,no,no,yes,no,no,no,no,no,,1-5 years old,
apartment,"2,850 TND",La Marsa inLa Marsa,100m²,3 Pieces,2 Rooms,2 Bathrooms,Good condition,yes,no,yes,no,yes,yes,no,yes,yes,no,yes,yes,no,no,yes,no,yes,yes,no,no,no,no,no,1ststage,1-5 years old,
house,"8,500 TND",Carthage inCarthage,500m²,5 Pieces,4 Rooms,4 Bathrooms,Good condition,yes,yes,yes,yes,yes,yes,no,yes,no,no,yes,yes,no,no,yes,yes,no,yes,no,yes,yes,yes,no,,1-5 years old,
apartment,"3,200 TND",La Marsa inLa Marsa,125m²,4 Pieces,3 Rooms,2 Bathrooms,Good condition,yes,no,yes,no,yes,yes,no,yes,no,no,no,no,no,no,yes,no,no,yes,no,no,no,no,yes,,1-5 years old,
apartment,"2,800 TND",Cité Les Pins inLa Marsa,127m²,4 Pieces,3 Rooms,2 Bathrooms,Good condition,yes,no,yes,yes,yes,yes,no,yes,yes,no,yes,yes,no,no,yes,no,yes,yes,no,yes,yes,no,no,,1-5 years old,
house,"2,800 TND",La Marsa inLa Marsa,100m²,4 Pieces,3 Rooms,2 Bathrooms,Good condition,yes,no,yes,yes,yes,yes,no,yes,yes,yes,yes,no,no,no,no,no,yes,yes,no,yes,yes,yes,no,,1-5 years old,
house,"10,000 TND",Les Berges Du Lac 2 inLa Marsa,594m²,5 Pieces,4 Rooms,3 Bathrooms,Good condition,yes,yes,yes,no,yes,yes,yes,yes,no,yes,yes,yes,no,no,yes,yes,no,yes,no,no,yes,no,no,,1-5 years old,
house,"9,000 TND",Gammarth inLa Marsa,,5 Pieces,3 Rooms,3 Bathrooms,Good condition,yes,yes,yes,yes,yes,yes,yes,yes,no,no,yes,no,no,no,yes,yes,yes,yes,yes,yes,yes,yes,no,,,
apartment,"3,500 TND",Cité Ennasr 2 inAriana Ville,220m²,4 Pieces,3 Rooms,2 Bathrooms,New,yes,no,yes,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,no,yes,yes,yes,yes,yes,yes,no,4thstage,Less than 1 year,
apartment,"1,200 TND",Cité Ennasr 2 inAriana Ville,78m²,2 Pieces,1 Room,1 Bathroom,New,yes,no,yes,no,yes,yes,yes,yes,yes,no,yes,no,no,no,yes,no,yes,yes,no,no,no,no,no,3rdstage,Less than 1 year,
house,"5,000 TND",Chotrana 2 inLa Soukra,500m²,6 Pieces,6 Rooms,5 Bathrooms,New,yes,yes,yes,no,yes,no,yes,yes,no,no,yes,no,yes,no,yes,yes,yes,no,no,yes,no,no,no,,1-5 years old,
house,"2,000 TND",Chotrana 3 inLa Soukra,140m²,4 Pieces,3 Rooms,3 Bathrooms,Good condition,yes,no,yes,no,yes,yes,yes,yes,no,yes,yes,no,no,no,yes,no,yes,yes,no,no,no,no,no,,,
apartment,"1,200 TND",La Soukra inLa Soukra,100m²,3 Pieces,2 Rooms,1 Bathroom,Good condition,yes,no,yes,no,yes,yes,yes,yes,yes,no,no,no,no,no,no,no,yes,yes,no,no,no,no,no,,,
apartment,"1,500 TND",El Kantaoui inHammam Sousse,120m²,3 Pieces,2 Rooms,1 Bathroom,Good condition,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,,,
apartment,"2,200 TND",Les Berges Du Lac 2 inLa Marsa,140m²,3 Pieces,2 Rooms,2 Bathrooms,New,yes,yes,yes,yes,yes,yes,no,no,yes,yes,yes,no,yes,no,yes,no,yes,no,yes,yes,yes,yes,no,,,
apartment,"1,150 TND",Nabeul inNabeul,110m²,3 Pieces,2 Rooms,1 Bathroom,Good condition,yes,no,yes,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,no,,,
apartment,"1,200 TND",Les Deux Oueds inNabeul,80m²,,2 Rooms,1 Bathroom,New,yes,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,no,yes,yes,yes,yes,yes,yes,no,5thstage,Less than 1 year,
apartment,"1,500 TND",Cité El Wafa inNabeul,145m²,4 Pieces,3 Rooms,3 Bathrooms,New,yes,no,yes,no,yes,no,yes,yes,no,no,yes,no,no,no,yes,yes,yes,no,no,yes,no,no,no,,1-5 years old,
apartment,"1,500 TND",Cité El Wafa inNabeul,130m²,4 Pieces,3 Rooms,2 Bathrooms,Good condition,yes,no,yes,yes,yes,no,no,yes,yes,no,no,no,no,no,yes,yes,yes,no,no,yes,yes,yes,no,3rdstage,1-5 years old,
apartment,"4,500 TND",Les Berges Du Lac 2 inLa Marsa,217m²,4 Pieces,4 Rooms,3 Bathrooms,New,yes,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,no,no,yes,no,yes,no,yes,yes,yes,yes,no,2ndstage,,
apartment,"1,250 TND",Hammamet Nord inHammamet,138m²,4 Pieces,3 Rooms,2 Bathrooms,New,yes,yes,yes,no,yes,no,no,yes,no,no,yes,no,no,no,no,yes,no,no,no,no,yes,yes,no,,,
apartment,"2,500 TND",Carthage inCarthage,100m²,3 Pieces,2 Rooms,1 Bathroom,Good condition,yes,no,yes,yes,yes,no,no,yes,no,no,yes,no,no,no,no,no,no,no,no,yes,yes,yes,no,,,
house,"10,000 TND",La Marsa inLa Marsa,,6 Pieces,4 Rooms,4 Bathrooms,New,yes,yes,yes,no,yes,yes,yes,yes,no,no,yes,no,yes,no,yes,yes,no,yes,yes,yes,no,yes,yes,,,
house,"8,300 TND",La Marsa inLa Marsa,,5 Pieces,3 Rooms,3 Bathrooms,New,yes,yes,yes,yes,yes,yes,yes,yes,no,no,yes,no,no,no,no,yes,no,yes,yes,yes,yes,yes,yes,,,
apartment,"3,500 TND",Sidi Bousaid inCarthage,180m²,4 Pieces,3 Rooms,2 Bathrooms,Good condition,yes,no,yes,yes,yes,no,no,yes,no,no,yes,no,no,no,no,no,no,no,no,yes,yes,yes,no,,,
house,,Midoune inMidoun,200m²,4 Pieces,3 Rooms,3 Bathrooms,Good condition,yes,no,no,yes,yes,no,no,yes,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,,,
apartment,"335,000 TND",Aouina inLa Marsa,161m²,4 Pieces,3 Rooms,2 Bathrooms,Good condition,no,no,yes,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,2ndstage,10-20 years old,
house,"3,500 TND",La Soukra inLa Soukra,900m²,5 Pieces,5 Rooms,4 Bathrooms,Good condition,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,yes,no,yes,no,yes,yes,yes,no,yes,yes,yes,yes,no,,1-5 years old,
apartment,"2,800 TND",La Marsa inLa Marsa,120m²,3 Pieces,2 Rooms,2 Bathrooms,New,yes,no,yes,no,yes,no,yes,yes,yes,no,yes,no,yes,no,no,no,yes,no,no,no,no,no,yes,,Less than 1 year,
house,"4,800 TND",Cité Les Pins inLa Marsa,450m²,6 Pieces,5 Rooms,4 Bathrooms,Good condition,yes,yes,yes,no,yes,yes,yes,yes,yes,no,yes,no,yes,no,no,yes,no,yes,no,no,no,no,no,,1-5 years old,
apartment,"1,800 TND",Les Berges Du Lac 2 inLa Marsa,100m²,2 Pieces,1 Room,1 Bathroom,Good condition,yes,no,yes,yes,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,yes,yes,yes,no,,Less than 1 year,
apartment,"2,500 TND",La Marsa inLa Marsa,100m²,3 Pieces,2 Rooms,1 Bathroom,Good condition,yes,no,yes,yes,yes,no,yes,yes,no,no,yes,no,no,no,yes,no,yes,no,yes,yes,yes,yes,yes,,,
apartment,"1,650 TND",Cité Du Stade inLa Marsa,110m²,,2 Rooms,1 Bathroom,,no,yes,yes,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,,Less than 1 year,Due for reform
house,"3,800 TND",Les Jardins de Carthage inLe Kram,350m²,6 Pieces,5 Rooms,3 Bathrooms,Good condition,yes,yes,yes,no,yes,no,no,no,no,no,yes,no,yes,no,yes,no,no,no,yes,no,no,no,no,,,
apartment,750 TND,El Kantaoui inHammam Sousse,70m²,2 Pieces,1 Room,1 Bathroom,New,yes,no,yes,yes,no,no,no,yes,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,1ststage,1-5 years old,
house,"7,500 TND",Gammarth inLa Marsa,1000m²,6 Pieces,5 Rooms,4 Bathrooms,Good condition,yes,no,yes,no,no,no,no,yes,no,no,no,no,no,no,yes,yes,no,no,no,no,no,no,no,,,
apartment,"2,950 TND",La Marsa inLa Marsa,,,2 Rooms,2 Bathrooms,Good condition,yes,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,,,1 Piece
apartment,850 TND,Cité Ennkhilet inRaoued,100m²,,2 Rooms,1 Bathroom,New,no,no,yes,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,2ndstage,Less than 1 year,
apartment,"2,000 TND",Khezama inSousse Jaouhara,120m²,2 Pieces,3 Rooms,1 Bathroom,New,yes,no,yes,no,no,no,yes,no,yes,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,,,
apartment,"1,600 TND",El Kantaoui inHammam Sousse,120m²,2 Pieces,2 Rooms,1 Bathroom,New,yes,no,yes,no,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,,,
apartment,"2,600 TND",Ain Zaghouan Nord inLa Marsa,,,2 Rooms,2 Bathrooms,Good condition,yes,no,yes,yes,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,,,1 Piece
house,"2,000 TND",Chott Meriem inAkouda,200m²,3 Pieces,4 Rooms,1 Bathroom,New,yes,no,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,,,
apartment,"1,300 TND",Hammam Sousse,70m²,,2 Rooms,,,yes,no,yes,no,no,no,no,yes,no,no,no,no,no,no,yes,yes,no,no,no,no,no,no,no,,,
apartment,"1,100 TND",Sousse Ville inSousse Ville,120m²,2 Pieces,2 Rooms,1 Bathroom,New,yes,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,,,
apartment,"2,500 TND",Ain Zaghouan Nord inLa Marsa,143m²,3 Pieces,2 Rooms,1 Bathroom,Good condition,yes,no,yes,yes,yes,no,no,yes,yes,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,2ndstage,,
house,"12,000 TND",La Marsa inLa Marsa,400m²,6 Pieces,5 Rooms,3 Bathrooms,Good condition,yes,yes,yes,yes,yes,no,no,yes,no,no,yes,no,no,no,yes,no,no,no,no,yes,no,yes,no,,,
apartment,"8,000 TND",Gammarth Supérieur inLa Marsa,340m²,4 Pieces,3 Rooms,3 Bathrooms,New,yes,no,yes,no,yes,yes,yes,yes,yes,no,yes,yes,no,no,yes,no,yes,yes,no,yes,no,yes,yes,,,
house,"1,000 TND",Hammamet inHammamet,200m²,3 Pieces,2 Rooms,1 Bathroom,Good condition,no,yes,no,no,no,no,no,yes,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,,,
house,"2,400 TND",La Marsa inLa Marsa,1300m²,4 Pieces,3 Rooms,1 Bathroom,,yes,yes,yes,no,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,,,
house,"4,500 TND",Cité Les Pins inLa Marsa,300m²,6 Pieces,7 Rooms,4 Bathrooms,Good condition,yes,no,yes,yes,no,yes,no,yes,no,no,no,no,no,no,yes,yes,no,yes,no,no,no,no,yes,,1-5 years old,
house,"2,000 TND",Hammamet inHammamet,140m²,4 Pieces,3 Rooms,2 Bathrooms,Good condition,yes,no,yes,yes,yes,no,yes,yes,yes,no,yes,no,yes,no,no,yes,yes,no,yes,yes,yes,yes,no,,,
apartment,"2,000 TND",Les Berges Du Lac 1 inLa Marsa,170m²,4 Pieces,3 Rooms,1 Bathroom,Good condition,yes,no,yes,no,yes,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,,,
apartment,850 TND,Hammamet Nord inHammamet,,4 Pieces,1 Room,1 Bathroom,New,no,no,yes,no,yes,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,,,
house,,Yasmine Hammamet inHammamet,,10 Pieces,4 Rooms,3 Bathrooms,Good condition,yes,yes,yes,yes,yes,no,yes,yes,no,no,yes,no,no,no,yes,yes,yes,no,yes,yes,yes,yes,no,,,
house,"3,000 TND",El Manar 3 inEl Menzah,400m²,6 Pieces,6 Rooms,4 Bathrooms,Good condition,no,yes,yes,no,yes,no,no,yes,no,yes,no,no,no,no,yes,no,no,yes,no,no,no,no,no,,10-20 years old,
house,"6,500 TND",Hammamet Nord inHammamet,1600m²,9 Pieces,7 Rooms,7 Bathrooms,Good condition,yes,yes,yes,yes,yes,no,yes,yes,no,no,yes,no,yes,no,no,yes,yes,no,yes,yes,no,yes,yes,,,
house,"4,000 TND",Hammamet Nord inHammamet,,7 Pieces,6 Rooms,4 Bathrooms,Good condition,yes,yes,yes,yes,yes,yes,no,yes,no,yes,yes,yes,no,no,yes,yes,no,yes,no,yes,yes,yes,yes,,,
house,"1,350 TND",Les Jardins de Carthage inLe Kram,120m²,4 Pieces,3 Rooms,1 Bathroom,Good condition,yes,no,yes,no,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,,,
apartment,"2,300 TND",Hammamet Nord inHammamet,200m²,4 Pieces,3 Rooms,2 Bathrooms,New,yes,no,yes,yes,yes,yes,yes,yes,yes,no,yes,no,yes,no,yes,no,yes,no,yes,yes,yes,yes,yes,5thstage,Less than 1 year,
apartment,900 TND,Cité El Wafa inNabeul,80m²,2 Pieces,1 Room,1 Bathroom,Good condition,yes,no,yes,yes,yes,no,no,yes,no,no,yes,no,no,no,no,yes,yes,no,no,yes,yes,yes,no,,5-10 years old,
apartment,"1,250 TND",Cité El Wafa inNabeul,67m²,2 Pieces,1 Room,1 Bathroom,New,yes,no,yes,yes,yes,no,yes,yes,no,no,no,no,no,no,yes,yes,yes,no,no,no,no,no,no,1ststage,1-5 years old,
house,"6,800 TND",La Soukra inLa Soukra,400m²,6 Pieces,5 Rooms,4 Bathrooms,Good condition,yes,yes,yes,no,yes,yes,yes,yes,no,no,yes,no,no,no,yes,yes,no,yes,yes,yes,no,no,no,,1-5 years old,
house,750 TND,Midoune inMidoun,,4 Pieces,2 Rooms,1 Bathroom,Good condition,yes,no,no,yes,yes,yes,no,yes,no,no,no,no,no,no,no,no,no,yes,no,yes,yes,yes,no,,,
house,,Gammarth inLa Marsa,630m²,,3 Rooms,2 Bathrooms,New,yes,yes,yes,no,yes,yes,yes,yes,no,yes,yes,no,no,no,yes,yes,no,yes,yes,yes,yes,yes,no,,,1 Piece
house,"1,500 TND",Les Jardins de Carthage inLe Kram,150m²,,3 Rooms,1 Bathroom,New,no,no,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,1ststage,Less than 1 year,
house,"2,000 TND",La Marsa inLa Marsa,120m²,3 Pieces,2 Rooms,1 Bathroom,Good condition,yes,no,yes,yes,yes,yes,yes,no,yes,no,yes,no,yes,no,no,no,yes,no,yes,yes,yes,yes,no,1ststage,1-5 years old,
house,"4,500 TND",Carthage inCarthage,200m²,3 Pieces,3 Rooms,2 Bathrooms,Good condition,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,yes,no,yes,no,no,yes,no,yes,yes,yes,yes,yes,no,,,
apartment,"3,500 TND",La Marsa inLa Marsa,140m²,5 Pieces,2 Rooms,1 Bathroom,New,yes,no,yes,no,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,,,
apartment,"1,450 TND",Les Jardins de Carthage inLe Kram,85m²,2 Pieces,1 Room,1 Bathroom,Good condition,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,,,
apartment,"2,900 TND",La Marsa inLa Marsa,180m²,3 Pieces,2 Rooms,2 Bathrooms,Good condition,yes,no,yes,yes,yes,no,yes,yes,yes,yes,yes,yes,yes,no,yes,yes,yes,yes,yes,yes,yes,yes,no,,1-5 years old,
apartment,"2,200 TND",Cité Ennasr 2 inAriana Ville,,3 Pieces,2 Rooms,2 Bathrooms,New,yes,no,yes,no,no,no,yes,no,no,no,yes,no,no,no,yes,no,no,no,no,yes,no,no,no,,,
apartment,"1,000 TND",Cité de la Plage inHammam Sousse,120m²,3 Pieces,2 Rooms,1 Bathroom,Good condition,yes,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,no,yes,no,yes,yes,yes,yes,yes,yes,no,1ststage,,
house,"3,000 TND",La Marsa,140m²,4 Pieces,3 Rooms,1 Bathroom,,yes,yes,yes,no,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,,,
house,"1,700 TND",La Marsa inLa Marsa,120m²,3 Pieces,2 Rooms,2 Bathrooms,,yes,no,yes,no,yes,no,yes,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,,,
apartment,"2,500 TND",Gammarth Supérieur inLa Marsa,230m²,3 Pieces,2 Rooms,2 Bathrooms,,yes,yes,yes,no,yes,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,,,
house,"18,000 TND",Carthage inCarthage,17000m²,10 Pieces,8 Rooms,6 Bathrooms,New,yes,yes,yes,no,yes,yes,yes,yes,no,no,no,yes,yes,no,yes,yes,yes,yes,no,no,no,no,yes,,,
house,"2,000 TND",Hammamet inHammamet,,5 Pieces,2 Rooms,1 Bathroom,New,yes,yes,yes,yes,yes,no,no,yes,no,no,yes,no,no,no,yes,no,no,no,yes,yes,yes,yes,no,,,
apartment,"1,100 TND",Hammamet inHammamet,,5 Pieces,2 Rooms,1 Bathroom,New,yes,no,yes,yes,yes,no,no,yes,no,no,yes,no,no,no,no,no,no,yes,no,yes,yes,yes,no,,,
apartment,950 TND,El Kantaoui inHammam Sousse,,3 Pieces,2 Rooms,1 Bathroom,Good condition,no,no,yes,no,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,,,
house,"1,800 TND",Montplaisir inTunis,61m²,,1 Room,2 Bathrooms,New,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,3rdstage,Less than 1 year,1 Piece
house,,Cité Du Stade inLa Marsa,183m²,,2 Rooms,1 Bathroom,New,no,yes,yes,yes,yes,no,no,no,no,yes,yes,no,yes,no,no,no,no,no,yes,yes,yes,yes,no,,1-5 years old,
apartment,"1,300 TND",Chott Meriem inAkouda,100m²,2 Pieces,2 Rooms,1 Bathroom,New,yes,no,yes,no,yes,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,yes,,,
apartment,"1,400 TND",Hammamet inHammamet,150m²,4 Pieces,3 Rooms,2 Bathrooms,Good condition,yes,no,yes,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,,,
house,"3,300 TND",La Soukra inLa Soukra,250m²,4 Pieces,3 Rooms,3 Bathrooms,New,yes,yes,yes,no,yes,yes,yes,yes,yes,yes,yes,no,no,no,yes,yes,no,yes,yes,yes,yes,yes,no,,Less than 1 year,
apartment,"2,650 TND",Les Jardins de Carthage inLe Kram,200m²,4 Pieces,3 Rooms,3 Bathrooms,New,yes,no,yes,no,yes,yes,yes,yes,yes,yes,yes,no,yes,no,yes,no,yes,yes,no,yes,yes,yes,no,2ndstage,Less than 1 year,
apartment,"3,500 TND",Ain Zaghouan Nord inLa Marsa,,,3 Rooms,3 Bathrooms,Good condition,no,yes,yes,yes,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,,,1 Piece
house,"4,000 TND",Gammarth inLa Marsa,,,6 Rooms,5 Bathrooms,Good condition,no,yes,yes,no,no,no,no,yes,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,,,1 Piece
house,"4,200 TND",La Soukra inLa Soukra,,,4 Rooms,4 Bathrooms,Good condition,no,yes,yes,no,no,no,no,yes,no,no,no,no,no,no,yes,yes,no,no,no,no,no,no,no,,,1 Piece
apartment,"1,300 TND",Ain Zaghouan Nord inLa Marsa,72m²,,1 Room,1 Bathroom,New,yes,no,yes,yes,yes,yes,no,no,yes,no,yes,no,no,no,yes,no,no,no,no,yes,no,yes,no,2ndstage,1-5 years old,1 Piece
house,"3,000 TND",Tataouine Nord inTataouine,280m²,9 Pieces,6 Rooms,3 Bathrooms,New,no,yes,no,no,no,no,no,yes,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,,1-5 years old,
apartment,900 TND,La Soukra inLa Soukra,75m²,,1 Room,1 Bathroom,Good condition,yes,no,yes,no,yes,yes,yes,no,no,no,no,no,no,no,yes,no,yes,yes,no,no,no,no,no,,,1 Piece
house,"4,500 TND",Les Berges Du Lac 2 inLa Marsa,200m²,4 Pieces,3 Rooms,3 Bathrooms,New,yes,no,yes,no,yes,yes,yes,yes,no,no,no,no,no,no,yes,no,no,yes,no,no,no,no,no,,,
apartment,"2,000 TND",Chotrana 3 inLa Soukra,115m²,2 Pieces,2 Rooms,2 Bathrooms,New,yes,no,yes,no,yes,yes,yes,no,yes,no,no,no,no,no,no,no,yes,yes,no,no,no,no,no,,,
house,"6,500 TND",Gammarth inLa Marsa,900m²,5 Pieces,4 Rooms,4 Bathrooms,Good condition,yes,yes,yes,no,yes,yes,no,yes,no,yes,yes,no,no,no,yes,yes,no,yes,no,yes,yes,no,no,,5-10 years old,
house,"2,700 TND",La Soukra inLa Soukra,,,3 Rooms,3 Bathrooms,Good condition,no,yes,yes,no,no,no,no,yes,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,,,1 Piece
apartment,"5,400 TND",Les Berges Du Lac 1 inLa Marsa,,,3 Rooms,,,no,no,no,no,yes,no,no,yes,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,,,
apartment,"1,450 TND",El Menzah 4 inEl Menzah,134m²,,3 Rooms,3 Bathrooms,Good condition,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,3rdstage,,
apartment,"1,600 TND",Bouhssina inSousse Ville,180m²,6 Pieces,4 Rooms,3 Bathrooms,Good condition,yes,yes,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,1ststage,,
house,"2,800 TND",Khezama Ouest,800m²,9 Pieces,4 Rooms,4 Bathrooms,Good condition,yes,yes,yes,yes,yes,no,yes,yes,no,yes,yes,no,yes,no,no,yes,no,no,yes,yes,yes,yes,no,,,
apartment,"1,700 TND",Ain Zaghouan Nord inLa Marsa,140m²,4 Pieces,4 Rooms,2 Bathrooms,New,no,no,yes,no,yes,no,yes,yes,no,yes,no,no,no,no,yes,no,no,yes,no,no,no,no,no,1ststage,Less than 1 year,
apartment,750 TND,Bou Mhel inBoumhel Bassatine,120m²,4 Pieces,3 Rooms,2 Bathrooms,Good condition,yes,no,yes,no,no,no,yes,no,yes,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,3rdstage,10-20 years old,
apartment,"2,500 TND",Les Berges Du Lac 2 inLa Marsa,100m²,2 Pieces,1 Room,1 Bathroom,Good condition,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,yes,no,yes,no,no,yes,yes,yes,yes,yes,yes,yes,no,,1-5 years old,
