Title,Price,Location,Area,Pieces,Rooms,Bathrooms,Condition,Stage,Air conditioning,Heating,Equipped kitchen,Double glazing,Security system,Terrace,Elevator,Satellite dish,Oven,Mountains views,Internet,Flooring,Garage,Concierge,Reinforced Door,Microwave,Fridge,TV,Washing machine,Sea views,Age,uknown
Apartment for rent in La Marsa. 2 lovely rooms. Dressing room.,"1,900 TND",La Marsa inLa Marsa,120m²,2 Pieces,2 Rooms,1 Bathroom,Good condition,,yes,yes,yes,no,no,yes,no,no,yes,no,no,no,no,no,no,no,yes,no,no,no,5-10 years old,
"Rent this apartment in Gammarth Supérieur. 5 beautiful rooms. With Lift, Balcony.",,Gammarth Supérieur inLa Marsa,560m²,5 Pieces,5 Rooms,5 Bathrooms,New,7thstage,yes,yes,yes,yes,yes,yes,yes,no,no,yes,no,no,no,yes,no,no,no,no,no,no,1-5 years old,
Apartment for rent in La Goulette. Area of 1 m². Fully furnished.,"3,000 TND",La Goulette inLa Goulette,,4 Pieces,3 Rooms,2 Bathrooms,Good condition,3rdstage,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,no,yes,no,yes,yes,yes,yes,yes,5-10 years old,
Flat for rent in Sidi Daoued. 1 room. Well decorated.,"1,800 TND",Sidi Daoued inLa Marsa,70m²,2 Pieces,1 Room,1 Bathroom,Good condition,,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,no,yes,yes,yes,yes,yes,yes,yes,no,,
"Lovely apartment for rent in Nouvelle Medina. 3 large rooms. Robust door, General satellite dish system.",850 TND,Nouvelle Medina inNouvelle Medina,115m²,3 Pieces,2 Rooms,1 Bathroom,Good condition,2ndstage,yes,yes,yes,no,no,yes,yes,yes,no,no,no,no,no,no,yes,no,no,no,no,no,,
Rent an apartment in Les Jardins de Carthage. Surface area 65 m². Cellar.,"1,800 TND",Les Jardins de Carthage inLe Kram,65m²,2 Pieces,1 Room,1 Bathroom,Good condition,2ndstage,yes,yes,yes,no,no,no,yes,no,yes,no,no,no,yes,no,yes,no,yes,yes,yes,no,,
Flat for rent in Aouina. Area of 116 m². Double glazing and central heating.,"1,650 TND",Aouina inLa Marsa,116m²,,1 Room,1 Bathroom,New,2ndstage,yes,yes,yes,yes,yes,no,yes,no,no,no,no,no,no,yes,yes,no,no,no,no,no,Less than 1 year,1 Piece
"Apartment for rent in Les Jardins de Carthage. Large area 135 m². Exceptional mountain view, central heating.","1,650 TND",Les Jardins de Carthage inLe Kram,135m²,,3 Rooms,3 Bathrooms,Good condition,5thstage,yes,yes,yes,yes,yes,yes,yes,no,yes,yes,no,no,no,yes,yes,yes,yes,no,no,no,5-10 years old,1 Piece
Very nice apartment for rent in Sahloul. 3 lovely rooms. Secured door and central heating.,"1,650 TND",Sahloul inSousse Ville,140m²,4 Pieces,3 Rooms,1 Bathroom,New,1ststage,yes,yes,yes,no,yes,yes,no,yes,yes,no,no,no,yes,no,yes,no,no,no,no,no,Less than 1 year,
Lovely apartment for rent. 3 large living areas. Well decorated.,"1,500 TND",Tantana,60m²,3 Pieces,2 Rooms,1 Bathroom,New,,yes,no,yes,no,yes,yes,no,yes,yes,no,yes,no,yes,no,yes,no,yes,yes,yes,yes,5-10 years old,
Flat for rent in Amilcar. 4 rooms. Equipped kitchen.,"3,200 TND",Amilcar inCarthage,130m²,4 Pieces,3 Rooms,2 Bathrooms,Good condition,1ststage,yes,yes,yes,no,no,yes,no,no,yes,no,no,no,no,no,no,yes,yes,yes,yes,no,5-10 years old,
Flat for rent in Aouina. 5 rooms. Secured 24/7.,"2,500 TND",Aouina inLa Marsa,180m²,5 Pieces,4 Rooms,1 Bathroom,Good condition,,yes,yes,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,,
Apartment for rent in Amilcar. Total area 100 m². Air-conditioned.,"2,500 TND",Amilcar inCarthage,100m²,4 Pieces,3 Rooms,1 Bathroom,Good condition,,yes,no,yes,no,yes,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,,
Rent this apartment in Le Kram. Dimension 60 m². Attic.,"1,200 TND",Le Kram inLe Kram,60m²,2 Pieces,1 Room,2 Bathrooms,New,,yes,no,yes,no,no,no,no,no,yes,no,no,no,no,no,no,yes,yes,yes,yes,no,Less than 1 year,
Flat for rent in Les Berges Du Lac 2. Total area 120 m². Double glazing and central heating.,"1,800 TND",Les Berges Du Lac 2 inLa Marsa,120m²,3 Pieces,2 Rooms,2 Bathrooms,Good condition,,yes,yes,yes,yes,yes,no,no,yes,yes,no,no,no,yes,yes,no,no,no,no,no,no,5-10 years old,
"Rent an apartment in Les Berges Du Lac 2. Total area 260 m². Exceptional view of the mountains, reinforced door.","4,500 TND",Les Berges Du Lac 2 inLa Marsa,260m²,5 Pieces,4 Rooms,3 Bathrooms,New,1ststage,yes,yes,yes,no,yes,yes,yes,yes,yes,yes,no,no,yes,yes,yes,yes,yes,no,no,no,Less than 1 year,
Apartment for rent in La Marsa. Small area 80 m². Microwave.,"2,500 TND",La Marsa inLa Marsa,80m²,2 Pieces,1 Room,1 Bathroom,New,,yes,no,no,no,no,yes,no,no,yes,no,no,no,no,no,no,yes,no,no,no,no,,
Rent this apartment in Les Berges Du Lac 1. Small area 240 m². Parking spaces and terrace.,"3,000 TND",Les Berges Du Lac 1 inLa Marsa,240m²,,,,,,yes,yes,no,no,yes,yes,no,no,yes,no,no,no,yes,no,no,no,no,no,no,no,,
Apartment for rent in Les Berges Du Lac 2. Small area 160 m². Fully furnished.,"2,600 TND",Les Berges Du Lac 2 inLa Marsa,160m²,4 Pieces,3 Rooms,2 Bathrooms,New,1ststage,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,no,no,yes,yes,yes,yes,yes,yes,yes,no,1-5 years old,
Flat for rent. Large area 150 m². Stove.,600 TND,Sousse Corniche,150m²,2 Pieces,3 Rooms,1 Bathroom,Good condition,1ststage,yes,no,yes,no,no,no,no,no,yes,no,yes,no,no,no,no,yes,yes,yes,yes,yes,Less than 1 year,
Very nice apartment for rent in Bhar Lazreg. Total area 100 m². Balcony.,"1,000 TND",Bhar Lazreg inLa Marsa,100m²,3 Pieces,2 Rooms,2 Bathrooms,Good condition,,yes,yes,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,,
Apartment for rent in Hammamet. 2 beautiful rooms. Central heating.,"1,350 TND",Hammamet inHammamet,120m²,2 Pieces,2 Rooms,1 Bathroom,Good condition,,yes,yes,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,,
"Very nice apartment for rent in La Marsa. 4 large rooms. Double glazed window, Central air conditioning.","2,900 TND",La Marsa inLa Marsa,200m²,4 Pieces,3 Rooms,2 Bathrooms,New,2ndstage,yes,yes,yes,yes,yes,yes,no,yes,yes,no,no,no,yes,yes,no,no,no,no,no,no,1-5 years old,
Great apartment for rent in Hammamet. 1 lovely room. Well decorated.,"1,200 TND",Hammamet inHammamet,80m²,2 Pieces,1 Room,2 Bathrooms,Good condition,,yes,yes,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,,
Rent this apartment. 4 comfortable rooms.,900 TND,Cité Ennkhilet inRaoued,130m²,3 Pieces,3 Rooms,1 Bathroom,Good condition,,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,,
Very nice apartment for rent in Les Jardins de Carthage. Total area 140 m². Terrace and garden.,"2,600 TND",Les Jardins de Carthage inLe Kram,140m²,3 Pieces,2 Rooms,1 Bathroom,Good condition,,yes,yes,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,,
"Lovely apartment for rent in Les Jardins de Carthage. 2 lovely rooms. Residence with caretaker, general air conditioning.","1,500 TND",Les Jardins de Carthage inLe Kram,120m²,3 Pieces,2 Rooms,1 Bathroom,Good condition,5thstage,yes,yes,no,no,yes,no,yes,no,yes,no,no,no,no,yes,no,no,no,no,no,no,,
Apartment for rent in Nabeul. 1 room. Well equipped kitchen.,750 TND,Nabeul inNabeul,65m²,2 Pieces,1 Room,1 Bathroom,Good condition,1ststage,no,yes,yes,no,no,no,no,yes,no,no,no,no,no,no,no,yes,yes,yes,no,no,5-10 years old,
Apartment for rent in Gammarth. 4 rooms. Furnished.,"3,800 TND",Gammarth inLa Marsa,140m²,4 Pieces,3 Rooms,1 Bathroom,Good condition,2ndstage,yes,yes,yes,no,yes,yes,no,no,yes,no,no,no,no,no,no,yes,no,no,yes,no,,
"Apartment for rent in Aouina. Dimension 63 m². No Lift, Balcony.",800 TND,Aouina inLa Marsa,63m²,2 Pieces,1 Room,1 Bathroom,Good condition,,yes,yes,no,yes,yes,yes,yes,no,no,no,no,no,no,yes,no,no,no,no,no,no,,
Flat for rent in Hammamet. Small area 50 m². Dressing room.,"1,000 TND",Hammamet inHammamet,50m²,2 Pieces,1 Room,1 Bathroom,Good condition,,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,,
Rent this apartment in Cité Les Pins. 4 large rooms. Furnishings.,"5,000 TND",Cité Les Pins inLa Marsa,200m²,4 Pieces,3 Rooms,3 Bathrooms,New,2ndstage,yes,yes,yes,yes,yes,yes,no,yes,no,yes,yes,no,no,yes,yes,yes,yes,yes,yes,no,1-5 years old,
Apartment for rent in Ain Zaghouan Nord. 3 beautiful rooms. Secured door and central heating.,"1,150 TND",Ain Zaghouan Nord inLa Marsa,130m²,4 Pieces,3 Rooms,2 Bathrooms,Good condition,1ststage,yes,yes,yes,no,yes,yes,no,yes,yes,no,no,no,no,yes,yes,no,no,no,no,no,10-20 years old,
Apartment for rent in El Kantaoui. Area of 40 m². Fully furnished.,"1,200 TND",El Kantaoui inHammam Sousse,40m²,2 Pieces,1 Room,1 Bathroom,Good condition,2ndstage,yes,no,yes,no,yes,yes,no,yes,yes,no,no,no,no,no,no,yes,yes,yes,yes,yes,,
"Rent this apartment in Ain Zaghouan Nord. 1 Room. caretaker service available, General air conditioning.","2,300 TND",Ain Zaghouan Nord inLa Marsa,134m²,,2 Rooms,2 Bathrooms,New,3rdstage,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,no,no,yes,yes,yes,yes,no,no,no,no,Less than 1 year,1 Piece
"Flat for rent in El Mourouj 6. 2 lovely rooms. Thermal insulation and soundproofing, Secured door.","1,000 TND",El Mourouj 6 inEl Mourouj,130m²,,2 Rooms,1 Bathroom,New,,yes,yes,yes,yes,yes,yes,yes,no,yes,no,no,no,no,yes,yes,no,no,no,no,no,1-5 years old,
"Find an apartment for rent in Les Berges Du Lac 2. Large area 1 m². Property with swimming pool, Integrated air conditioning.","6,500 TND",Les Berges Du Lac 2 inLa Marsa,,6 Pieces,3 Rooms,4 Bathrooms,Good condition,,yes,yes,yes,no,yes,yes,yes,yes,yes,no,yes,no,yes,yes,no,yes,no,no,no,no,5-10 years old,
"Find an apartment for rent in Gammarth. 3 lovely rooms. Quiet sorroundings with mountain view, double glazed window.","8,000 TND",Gammarth inLa Marsa,250m²,5 Pieces,3 Rooms,3 Bathrooms,New,,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,no,yes,yes,no,yes,no,no,yes,Less than 1 year,
Apartment for rent in Les Berges Du Lac 2. 2 lovely rooms. Cellar.,"4,800 TND",Les Berges Du Lac 2 inLa Marsa,130m²,3 Pieces,2 Rooms,3 Bathrooms,New,,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,yes,yes,yes,yes,yes,yes,no,Less than 1 year,
Flat for rent. 4 beautiful rooms. Carpark and terrace.,"4,900 TND",La Marsa,300m²,5 Pieces,4 Rooms,3 Bathrooms,,,yes,yes,yes,no,yes,yes,no,no,yes,no,no,no,yes,no,no,yes,yes,yes,no,no,,
Great apartment for rent in Hammamet Nord. Area 1 m². Large terrace.,"1,000 TND",Hammamet Nord inHammamet,,5 Pieces,2 Rooms,1 Bathroom,Good condition,1ststage,no,yes,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,,
Very nice apartment for rent in Hammamet Nord. 1 lovely room. Furnishings.,"1,200 TND",Hammamet Nord inHammamet,,4 Pieces,1 Room,1 Bathroom,Good condition,2ndstage,yes,yes,yes,no,yes,yes,yes,no,yes,no,no,no,no,yes,no,yes,yes,yes,yes,yes,,
Lovely apartment for rent in Hammamet Nord. Area 1 m². Furnishings.,"1,100 TND",Hammamet Nord inHammamet,,4 Pieces,1 Room,1 Bathroom,Good condition,,yes,yes,yes,no,no,yes,yes,no,yes,no,no,no,yes,yes,yes,yes,yes,yes,yes,no,,
Rent this apartment in Hammamet. Large area 1 m². Attic.,900 TND,Hammamet inHammamet,,4 Pieces,1 Room,1 Bathroom,Good condition,,yes,yes,yes,no,yes,yes,no,no,yes,no,no,no,no,no,no,yes,yes,yes,yes,no,,
Rent this apartment in Hammamet Nord. Dimension 1 m². Fully furnished.,"2,500 TND",Hammamet Nord inHammamet,,7 Pieces,3 Rooms,2 Bathrooms,New,,yes,yes,yes,no,yes,yes,no,no,yes,no,no,no,yes,yes,no,yes,yes,yes,yes,no,,
Great apartment for rent in Hammamet Nord. 1 room. Washing Machine and Clothes Dryer.,650 TND,Hammamet Nord inHammamet,70m²,2 Pieces,1 Room,1 Bathroom,New,,yes,yes,yes,no,no,yes,no,no,yes,no,no,no,no,no,no,yes,yes,yes,yes,no,,
Find an apartment for rent in Hammamet Nord. 3 rooms. Equipped kitchen.,850 TND,Hammamet Nord inHammamet,80m²,3 Pieces,2 Rooms,1 Bathroom,New,,yes,yes,yes,no,no,no,no,yes,yes,no,no,no,no,no,no,yes,yes,yes,yes,no,,
Apartment for rent in Hammamet. 2 rooms. Cooker with oven.,"1,500 TND",Hammamet inHammamet,80m²,3 Pieces,2 Rooms,1 Bathroom,New,,yes,yes,yes,no,no,yes,no,no,yes,no,no,no,no,no,no,yes,yes,no,yes,no,,
Apartment for rent in Les Berges Du Lac 2. 3 beautiful rooms. Well furnished.,"3,500 TND",Les Berges Du Lac 2 inLa Marsa,180m²,4 Pieces,3 Rooms,2 Bathrooms,Good condition,,yes,yes,yes,no,no,yes,yes,no,yes,no,no,no,yes,yes,no,yes,yes,yes,yes,no,,
"Lovely apartment for rent in Gammarth. 3 rooms. Green areas, Balcony.","2,400 TND",Gammarth inLa Marsa,220m²,3 Pieces,2 Rooms,2 Bathrooms,New,,yes,yes,yes,yes,yes,yes,no,yes,yes,no,yes,no,no,yes,yes,yes,yes,yes,yes,no,10-20 years old,
"Apartment for rent in Les Berges Du Lac 2. Total area 240 m². View of the mountains, central heating.","3,700 TND",Les Berges Du Lac 2 inLa Marsa,240m²,4 Pieces,3 Rooms,3 Bathrooms,New,2ndstage,yes,yes,yes,yes,no,yes,yes,no,no,yes,no,no,no,yes,no,no,no,no,no,no,10-20 years old,
Very nice apartment for rent in Cité de la Plage. Small area 90 m². Dressing room.,"1,500 TND",Cité de la Plage inHammam Sousse,90m²,3 Pieces,2 Rooms,2 Bathrooms,Good condition,,yes,yes,yes,yes,yes,yes,yes,no,yes,no,yes,no,no,yes,no,yes,yes,yes,yes,yes,,
Great apartment for rent in La Marsa. 2 rooms. Well decorated.,"1,750 TND",La Marsa inLa Marsa,90m²,2 Pieces,1 Room,1 Bathroom,Good condition,2ndstage,yes,yes,yes,no,yes,yes,yes,no,yes,no,no,no,no,yes,yes,yes,yes,yes,yes,no,,
"Very nice apartment for rent in Gammarth. 4 large living areas. Quiet sorroundings with mountain view, air conditioning installation.","2,500 TND",Gammarth inLa Marsa,230m²,4 Pieces,3 Rooms,2 Bathrooms,Good condition,1ststage,yes,yes,yes,no,no,yes,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,,
"Apartment for rent in La Soukra. 1 room. Double glazed window, Central air conditioning.","1,000 TND",La Soukra inLa Soukra,90m²,2 Pieces,1 Room,1 Bathroom,Good condition,,yes,yes,yes,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,,
Very nice apartment for rent in La Marsa. 4 large rooms. Ample storage space.,"5,500 TND",La Marsa inLa Marsa,130m²,4 Pieces,3 Rooms,2 Bathrooms,Good condition,,yes,yes,yes,no,yes,yes,no,no,no,no,no,no,no,yes,no,no,no,no,no,yes,5-10 years old,
Apartment for rent in Hammamet. 3 large living areas. Furnishings.,900 TND,Hammamet inHammamet,78m²,3 Pieces,2 Rooms,1 Bathroom,Good condition,,yes,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,,
Very nice apartment for rent in La Soukra. 3 lovely rooms. Satellite dish system and secured residence.,"1,100 TND",La Soukra inLa Soukra,115m²,4 Pieces,3 Rooms,1 Bathroom,Good condition,1ststage,no,yes,yes,no,yes,yes,no,yes,no,yes,no,no,no,no,no,no,no,no,no,no,1-5 years old,
"Lovely apartment for rent in Les Jardins de Carthage. 3 large rooms. No Lift, Balcony.","3,000 TND",Les Jardins de Carthage inLe Kram,130m²,3 Pieces,2 Rooms,1 Bathroom,New,2ndstage,yes,yes,yes,yes,yes,yes,yes,no,yes,no,no,no,no,yes,no,no,no,no,no,no,Less than 1 year,
Flat for rent in Sidi Bousaid. 2 large rooms. Furnished.,"1,100 TND",Sidi Bousaid inCarthage,35m²,2 Pieces,1 Room,1 Bathroom,Good condition,,yes,yes,yes,yes,no,no,no,yes,yes,no,yes,no,no,no,yes,yes,yes,yes,yes,no,,
Flat for rent in Les Jardins de Carthage. 3 beautiful rooms. Parking spaces and terrace.,"1,700 TND",Les Jardins de Carthage inLe Kram,140m²,4 Pieces,3 Rooms,2 Bathrooms,New,,yes,yes,yes,no,yes,yes,yes,no,yes,no,no,no,yes,yes,no,no,no,no,no,no,,
Apartment for rent in Gammarth. 6 comfortable rooms. Attic.,"5,000 TND",Gammarth inLa Marsa,380m²,6 Pieces,5 Rooms,4 Bathrooms,Good condition,,yes,yes,yes,yes,no,yes,yes,no,no,yes,no,no,no,yes,yes,no,no,no,no,yes,1-5 years old,
"Great apartment for rent in La Marsa. Dimension 180 m². No Lift, Large terrace.","4,200 TND",La Marsa inLa Marsa,180m²,,,,,,yes,yes,no,no,no,yes,yes,no,yes,no,no,no,yes,no,no,no,yes,no,yes,yes,,
Apartment for rent in Cité Ennasr 2. 2 lovely rooms. Private car park.,"2,200 TND",Cité Ennasr 2 inAriana Ville,130m²,3 Pieces,2 Rooms,1 Bathroom,Good condition,,yes,yes,no,no,yes,no,no,no,yes,no,no,no,yes,no,no,no,no,no,no,no,,
Rent an apartment in Cité Ennasr 2. 2 large living areas. Cooker with oven.,"1,050 TND",Cité Ennasr 2 inAriana Ville,85m²,2 Pieces,1 Room,1 Bathroom,Good condition,,yes,yes,no,no,no,no,no,no,yes,no,no,no,yes,no,no,no,no,no,no,no,,
"Find an apartment for rent in Les Berges Du Lac 2. 4 large rooms. No Lift, Large terrace.","3,500 TND",Les Berges Du Lac 2 inLa Marsa,160m²,4 Pieces,3 Rooms,2 Bathrooms,New,3rdstage,yes,yes,yes,yes,no,yes,yes,no,yes,no,no,no,yes,yes,yes,no,no,no,no,no,Less than 1 year,
Apartment for rent in Les Jardins de Carthage. 2 rooms. Air conditioning.,"3,000 TND",Les Jardins de Carthage inLe Kram,150m²,2 Pieces,2 Rooms,1 Bathroom,Good condition,,no,yes,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,,
Flat for rent in Cité El Khalil. 2 large rooms. Air conditioning.,"1,400 TND",Cité El Khalil inLa Marsa,220m²,3 Pieces,2 Rooms,2 Bathrooms,Good condition,,no,yes,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,,
Apartment for rent in Chotrana 1. 1 Room. Central heating.,"1,150 TND",Chotrana 1 inLa Soukra,65m²,2 Pieces,1 Room,1 Bathroom,Good condition,,yes,yes,yes,yes,yes,no,yes,yes,no,no,no,no,yes,yes,yes,no,no,no,no,no,1-5 years old,
Apartment for rent in Chotrana 1. 1 room. Fully equipped kitchen.,"1,000 TND",Chotrana 1 inLa Soukra,70m²,2 Pieces,1 Room,1 Bathroom,New,,no,yes,yes,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,Less than 1 year,
Rent an apartment in Aouina. 3 comfortable rooms. Central heating.,"1,250 TND",Aouina inLa Marsa,132m²,4 Pieces,3 Rooms,2 Bathrooms,Good condition,,no,yes,yes,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,,
Apartment for rent in Aouina. 1 room. Well furnished.,"1,600 TND",Aouina inLa Marsa,80m²,,1 Room,1 Bathroom,New,3rdstage,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,no,yes,no,yes,no,yes,yes,no,no,Less than 1 year,
Lovely apartment for rent in La Marsa. Large area 100 m². Air conditioning.,"1,400 TND",La Marsa inLa Marsa,100m²,3 Pieces,2 Rooms,1 Bathroom,New,,yes,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,Less than 1 year,
Find an apartment for rent in Ain Zaghouan Nord. 1 lovely room. Lift and terrace.,"1,250 TND",Ain Zaghouan Nord inLa Marsa,85m²,2 Pieces,1 Room,1 Bathroom,New,,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,no,no,yes,yes,yes,no,no,no,no,no,Less than 1 year,
Find an apartment for rent in Aouina. 2 large rooms. Storage unit.,950 TND,Aouina inLa Marsa,60m²,2 Pieces,1 Room,1 Bathroom,Good condition,,yes,no,yes,no,no,yes,yes,yes,no,no,no,no,no,no,no,yes,yes,yes,yes,no,,
Rent this apartment in Montplaisir. 2 rooms. Well decorated.,800 TND,Montplaisir inTunis,95m²,2 Pieces,2 Rooms,1 Bathroom,Good condition,4thstage,yes,yes,yes,yes,no,yes,no,no,yes,yes,no,no,no,no,yes,yes,yes,yes,yes,no,1-5 years old,
Apartment for rent in Cité Ennasr 2. Total area 136 m². Well decorated.,,Cité Ennasr 2 inAriana Ville,136m²,4 Pieces,2 Rooms,1 Bathroom,New,,yes,yes,yes,yes,yes,no,yes,no,yes,no,yes,no,no,yes,yes,yes,yes,yes,yes,no,1-5 years old,
"Apartment for rent in Gammarth Supérieur. 4 comfortable rooms. Cellar, Large terrace.","3,100 TND",Gammarth Supérieur inLa Marsa,250m²,4 Pieces,3 Rooms,2 Bathrooms,Good condition,,yes,yes,yes,no,no,yes,yes,no,yes,no,no,no,yes,no,no,no,no,no,no,no,,
"Rent this apartment in Les Jardins de Carthage. Dimension 1 m². Satellite dish, secured residence.","3,500 TND",Les Jardins de Carthage inLe Kram,,5 Pieces,4 Rooms,3 Bathrooms,Good condition,1ststage,yes,yes,yes,yes,yes,yes,no,yes,yes,no,yes,no,no,no,no,yes,no,no,no,no,Less than 1 year,
Flat for rent in Chotrana 1. 1 room. Equipped kitchen.,"1,000 TND",Chotrana 1 inLa Soukra,80m²,2 Pieces,1 Room,1 Bathroom,New,,yes,yes,yes,yes,yes,no,yes,no,no,no,no,no,yes,yes,yes,no,no,no,no,no,,
Apartment for rent in Cité Ennasr 2. 3 comfortable rooms. Cellar.,"1,900 TND",Cité Ennasr 2 inAriana Ville,116m²,3 Pieces,2 Rooms,1 Bathroom,New,3rdstage,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,no,no,yes,no,yes,yes,yes,yes,yes,no,1-5 years old,
Great apartment for rent in Dar Fadhal. 3 rooms. Central heating.,"2,100 TND",La Soukra inLa Soukra,240m²,5 Pieces,3 Rooms,2 Bathrooms,Good condition,,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,,
Very nice apartment for rent. Small area 1700 m². Terrace and lift.,,La Marsa,1700m²,,,7 Bathrooms,,,yes,yes,yes,no,yes,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,,
Very nice apartment for rent in La Marsa. 2 large rooms. Attic.,"1,700 TND",La Marsa inLa Marsa,55m²,2 Pieces,1 Room,1 Bathroom,Good condition,3rdstage,yes,yes,yes,no,no,no,yes,no,yes,no,yes,no,yes,yes,yes,yes,yes,yes,yes,no,1-5 years old,
Lovely apartment for rent in Sidi Bousaid. 1 room. Well decorated.,"1,550 TND",Sidi Bousaid inCarthage,100m²,2 Pieces,1 Room,1 Bathroom,Good condition,1ststage,yes,yes,yes,no,no,yes,no,yes,yes,no,no,no,no,no,no,yes,yes,yes,yes,no,1-5 years old,
"Flat for rent in Les Berges Du Lac 2. 5 comfortable rooms. Beautiful sea view, Double glazing.","6,500 TND",Les Berges Du Lac 2 inLa Marsa,300m²,5 Pieces,4 Rooms,4 Bathrooms,New,,yes,yes,yes,yes,yes,yes,yes,no,yes,no,yes,no,yes,yes,yes,yes,yes,yes,yes,yes,Less than 1 year,
"Apartment for rent in Cité de la Plage. 4 large rooms. caretaker service available, Property with swimming pool.","1,400 TND",Cité de la Plage inHammam Sousse,120m²,4 Pieces,3 Rooms,3 Bathrooms,Good condition,,yes,yes,yes,no,yes,yes,yes,no,no,no,no,no,no,yes,no,no,no,no,no,yes,,
Rent this apartment in El Manar 1. 6 lovely rooms. Parking spaces and beautiful garden.,"5,000 TND",El Manar 1 inEl Menzah,500m²,7 Pieces,6 Rooms,6 Bathrooms,Good condition,,yes,yes,yes,no,yes,yes,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,,
Great apartment for rent in La Goulette. Small area 75 m². Caretaker service.,950 TND,La Goulette inLa Goulette,75m²,2 Pieces,1 Room,1 Bathroom,New,,no,no,yes,no,no,yes,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,1-5 years old,
Great apartment for rent in La Marsa. 2 rooms. Furnishings.,"2,000 TND",La Marsa inLa Marsa,100m²,3 Pieces,2 Rooms,1 Bathroom,Good condition,,yes,yes,yes,no,yes,no,no,no,yes,no,yes,no,no,yes,no,yes,yes,yes,yes,no,,
"Lovely apartment for rent in Les Jardins de Carthage. 2 beautiful rooms. With Lift, Carpark.","1,850 TND",Les Jardins de Carthage inLe Kram,100m²,3 Pieces,2 Rooms,1 Bathroom,Good condition,,yes,yes,yes,no,yes,no,yes,yes,no,no,no,no,yes,yes,no,no,no,no,no,no,,
Apartment for rent in Les Jardins de Carthage. 4 large rooms. Storage unit.,"3,500 TND",Les Jardins de Carthage inLe Kram,200m²,4 Pieces,3 Rooms,2 Bathrooms,Good condition,5thstage,yes,yes,yes,no,yes,yes,yes,no,no,no,yes,no,yes,yes,yes,no,no,no,no,no,5-10 years old,
Apartment for rent in Les Jardins de Carthage. Area 70 m². Reinforced door and secured residence.,"1,350 TND",Les Jardins de Carthage inLe Kram,70m²,2 Pieces,1 Room,1 Bathroom,New,5thstage,yes,yes,yes,yes,yes,no,yes,yes,yes,no,yes,no,no,yes,yes,no,no,no,no,no,Less than 1 year,
"Great apartment for rent in La Goulette. 2 beautiful rooms. No Lift, Large terrace.",870 TND,La Goulette inLa Goulette,75m²,3 Pieces,2 Rooms,1 Bathroom,Good condition,,no,no,yes,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,,
"Rent an apartment. 5 rooms. Robust door, General satellite dish system.",,Tezdaine,,5 Pieces,2 Rooms,2 Bathrooms,New,,yes,no,yes,yes,no,yes,no,yes,no,no,no,no,yes,no,yes,no,no,no,no,yes,1-5 years old,
"Find an apartment for rent in Les Jardins de Carthage. 2 comfortable rooms. Double glazed window, Central air conditioning.","2,000 TND",Les Jardins de Carthage inLe Kram,100m²,2 Pieces,1 Room,1 Bathroom,Good condition,,yes,yes,yes,yes,no,yes,yes,no,no,no,no,no,no,yes,yes,no,no,no,no,no,1-5 years old,
Lovely apartment for rent in La Marsa. Large area 80 m². Integrated air conditioning.,"3,850 TND",La Marsa inLa Marsa,80m²,4 Pieces,3 Rooms,1 Bathroom,Good condition,,yes,yes,yes,no,yes,yes,no,no,yes,no,no,no,no,no,no,yes,no,no,no,yes,,
